           z           p           T        n<H>          He           H           C           N           O          Si          Mg          Al          Fe           S          Na           K          Ti          Ca
  5.9118E+06  4.2343E-01  1.0339E+03  5.0732E+12  4.3180E+11  2.2686E+07  6.7468E-17  6.3389E-08  2.5441E-04  4.1817E-04  1.7151E+08  8.7761E+03  1.4294E+08  1.8459E+04  7.5037E+06  6.0974E+05  4.6547E-06  1.0259E+07
  5.9854E+06  4.3971E-01  1.0339E+03  5.2680E+12  4.4838E+11  2.3147E+07  7.0297E-17  6.4771E-08  2.5512E-04  4.3493E-04  1.7807E+08  8.9568E+03  1.4842E+08  1.8501E+04  7.7918E+06  6.3315E+05  4.7867E-06  1.0651E+07
  6.0591E+06  4.5661E-01  1.0340E+03  5.4702E+12  4.6559E+11  2.3617E+07  7.3245E-17  6.6182E-08  2.5584E-04  4.5237E-04  1.8488E+08  9.1413E+03  1.5411E+08  1.8544E+04  8.0908E+06  6.5746E+05  4.9230E-06  1.1059E+07
  6.1327E+06  4.7416E-01  1.0340E+03  5.6801E+12  4.8346E+11  2.4096E+07  7.6317E-17  6.7625E-08  2.5655E-04  4.7051E-04  1.9195E+08  9.3296E+03  1.6002E+08  1.8586E+04  8.4014E+06  6.8270E+05  5.0636E-06  1.1481E+07
  6.2063E+06  4.9239E-01  1.0341E+03  5.8982E+12  5.0201E+11  2.4585E+07  7.9518E-17  6.9098E-08  2.5727E-04  4.8937E-04  1.9928E+08  9.5217E+03  1.6616E+08  1.8628E+04  8.7239E+06  7.0890E+05  5.2089E-06  1.1920E+07
  6.2799E+06  5.1131E-01  1.0341E+03  6.1246E+12  5.2128E+11  2.5084E+07  8.2853E-17  7.0604E-08  2.5799E-04  5.0898E-04  2.0689E+08  9.7179E+03  1.7253E+08  1.8670E+04  9.0587E+06  7.3612E+05  5.3588E-06  1.2375E+07
  6.3535E+06  5.3097E-01  1.0342E+03  6.3596E+12  5.4129E+11  2.5593E+07  8.6329E-17  7.2143E-08  2.5870E-04  5.2937E-04  2.1478E+08  9.9180E+03  1.7914E+08  1.8712E+04  9.4064E+06  7.6438E+05  5.5137E-06  1.2848E+07
  6.4271E+06  5.5188E-01  1.0341E+03  6.6102E+12  5.6262E+11  2.6074E+07  8.9562E-17  7.3435E-08  2.5827E-04  5.4958E-04  2.2319E+08  1.0103E+04  1.8619E+08  1.8703E+04  9.7770E+06  7.9449E+05  5.6480E-06  1.3352E+07
  6.5007E+06  5.7369E-01  1.0341E+03  6.8716E+12  5.8487E+11  2.6557E+07  9.2858E-17  7.4708E-08  2.5765E-04  5.7040E-04  2.3196E+08  1.0289E+04  1.9354E+08  1.8686E+04  1.0164E+07  8.2592E+05  5.7824E-06  1.3877E+07
  6.5743E+06  5.9637E-01  1.0341E+03  7.1434E+12  6.0800E+11  2.7050E+07  9.6276E-17  7.6004E-08  2.5704E-04  5.9200E-04  2.4106E+08  1.0478E+04  2.0118E+08  1.8669E+04  1.0566E+07  8.5859E+05  5.9209E-06  1.4423E+07
  6.6480E+06  6.1994E-01  1.0340E+03  7.4259E+12  6.3205E+11  2.7551E+07  9.9820E-17  7.7321E-08  2.5643E-04  6.1441E-04  2.5052E+08  1.0670E+04  2.0913E+08  1.8652E+04  1.0983E+07  8.9255E+05  6.0635E-06  1.4991E+07
  6.7216E+06  6.4444E-01  1.0340E+03  7.7196E+12  6.5704E+11  2.8062E+07  1.0350E-16  7.8662E-08  2.5582E-04  6.3766E-04  2.6033E+08  1.0866E+04  2.1738E+08  1.8635E+04  1.1418E+07  9.2785E+05  6.2106E-06  1.5580E+07
  6.7952E+06  6.6991E-01  1.0339E+03  8.0249E+12  6.8303E+11  2.8583E+07  1.0731E-16  8.0025E-08  2.5520E-04  6.6179E-04  2.7053E+08  1.1066E+04  2.2596E+08  1.8617E+04  1.1869E+07  9.6455E+05  6.3621E-06  1.6193E+07
  6.8688E+06  6.9639E-01  1.0339E+03  8.3422E+12  7.1004E+11  2.9112E+07  1.1126E-16  8.1413E-08  2.5458E-04  6.8681E-04  2.8110E+08  1.1269E+04  2.3487E+08  1.8599E+04  1.2339E+07  1.0027E+06  6.5184E-06  1.6830E+07
  6.9424E+06  7.2391E-01  1.0338E+03  8.6721E+12  7.3812E+11  2.9652E+07  1.1537E-16  8.2824E-08  2.5396E-04  7.1276E-04  2.9208E+08  1.1476E+04  2.4414E+08  1.8582E+04  1.2827E+07  1.0424E+06  6.6796E-06  1.7492E+07
  7.0160E+06  7.5252E-01  1.0338E+03  9.0151E+12  7.6731E+11  3.0202E+07  1.1962E-16  8.4260E-08  2.5334E-04  7.3968E-04  3.0347E+08  1.1687E+04  2.5376E+08  1.8564E+04  1.3334E+07  1.0836E+06  6.8458E-06  1.8179E+07
  7.0896E+06  7.8356E-01  1.0337E+03  9.3878E+12  7.9903E+11  3.0740E+07  1.2373E-16  8.5503E-08  2.5182E-04  7.6722E-04  3.1584E+08  1.1890E+04  2.6422E+08  1.8506E+04  1.3885E+07  1.1284E+06  6.9973E-06  1.8926E+07
  7.1632E+06  8.1641E-01  1.0336E+03  9.7826E+12  8.3263E+11  3.1279E+07  1.2785E-16  8.6676E-08  2.4995E-04  7.9561E-04  3.2891E+08  1.2091E+04  2.7529E+08  1.8433E+04  1.4469E+07  1.1758E+06  7.1455E-06  1.9717E+07
  7.2368E+06  8.5063E-01  1.0334E+03  1.0194E+13  8.6765E+11  3.1827E+07  1.3211E-16  8.7865E-08  2.4809E-04  8.2502E-04  3.4250E+08  1.2296E+04  2.8682E+08  1.8359E+04  1.5078E+07  1.2253E+06  7.2983E-06  2.0540E+07
  7.3105E+06  8.8629E-01  1.0333E+03  1.0623E+13  9.0413E+11  3.2384E+07  1.3652E-16  8.9071E-08  2.4624E-04  8.5548E-04  3.5661E+08  1.2504E+04  2.9883E+08  1.8286E+04  1.5712E+07  1.2768E+06  7.4562E-06  2.1398E+07
  7.3841E+06  9.2345E-01  1.0332E+03  1.1069E+13  9.4216E+11  3.2952E+07  1.4108E-16  9.0292E-08  2.4439E-04  8.8703E-04  3.7128E+08  1.2715E+04  3.1133E+08  1.8213E+04  1.6372E+07  1.3305E+06  7.6191E-06  2.2292E+07
  7.4577E+06  9.6216E-01  1.0330E+03  1.1535E+13  9.8178E+11  3.3529E+07  1.4580E-16  9.1531E-08  2.4254E-04  9.1969E-04  3.8650E+08  1.2930E+04  3.2435E+08  1.8141E+04  1.7061E+07  1.3865E+06  7.7876E-06  2.3222E+07
  7.5313E+06  1.0025E+00  1.0329E+03  1.2020E+13  1.0231E+12  3.4117E+07  1.5068E-16  9.2786E-08  2.4070E-04  9.5351E-04  4.0230E+08  1.3149E+04  3.3791E+08  1.8069E+04  1.7778E+07  1.4448E+06  7.9616E-06  2.4192E+07
  7.6049E+06  1.0445E+00  1.0328E+03  1.2525E+13  1.0661E+12  3.4714E+07  1.5572E-16  9.4058E-08  2.3887E-04  9.8851E-04  4.1870E+08  1.3372E+04  3.5201E+08  1.7997E+04  1.8526E+07  1.5056E+06  8.1417E-06  2.5201E+07
  7.6785E+06  1.0883E+00  1.0326E+03  1.3052E+13  1.1109E+12  3.5322E+07  1.6095E-16  9.5347E-08  2.3703E-04  1.0247E-03  4.3569E+08  1.3599E+04  3.6670E+08  1.7926E+04  1.9305E+07  1.5689E+06  8.3281E-06  2.6253E+07
  7.7521E+06  1.1354E+00  1.0326E+03  1.3617E+13  1.1590E+12  3.5996E+07  1.6697E-16  9.6906E-08  2.3569E-04  1.0649E-03  4.5384E+08  1.3853E+04  3.8244E+08  1.7878E+04  2.0141E+07  1.6368E+06  8.5485E-06  2.7381E+07
  7.8257E+06  1.1857E+00  1.0325E+03  1.4222E+13  1.2105E+12  3.6731E+07  1.7379E-16  9.8717E-08  2.3478E-04  1.1089E-03  4.7315E+08  1.4134E+04  3.9925E+08  1.7851E+04  2.1035E+07  1.7095E+06  8.8021E-06  2.8587E+07
  7.8994E+06  1.2383E+00  1.0324E+03  1.4853E+13  1.2642E+12  3.7482E+07  1.8090E-16  1.0056E-07  2.3385E-04  1.1546E-03  4.9318E+08  1.4420E+04  4.1678E+08  1.7824E+04  2.1968E+07  1.7853E+06  9.0661E-06  2.9845E+07
  7.9730E+06  1.2933E+00  1.0324E+03  1.5512E+13  1.3203E+12  3.8248E+07  1.8831E-16  1.0244E-07  2.3291E-04  1.2021E-03  5.1393E+08  1.4713E+04  4.3506E+08  1.7797E+04  2.2943E+07  1.8646E+06  9.3411E-06  3.1159E+07
  8.0466E+06  1.3506E+00  1.0323E+03  1.6200E+13  1.3789E+12  3.9030E+07  1.9605E-16  1.0435E-07  2.3195E-04  1.2514E-03  5.3540E+08  1.5011E+04  4.5410E+08  1.7771E+04  2.3961E+07  1.9473E+06  9.6278E-06  3.2531E+07
  8.1202E+06  1.4106E+00  1.0323E+03  1.6919E+13  1.4401E+12  3.9827E+07  2.0413E-16  1.0630E-07  2.3097E-04  1.3025E-03  5.5758E+08  1.5316E+04  4.7395E+08  1.7746E+04  2.5025E+07  2.0338E+06  9.9271E-06  3.3963E+07
  8.1938E+06  1.4731E+00  1.0322E+03  1.7670E+13  1.5040E+12  4.0641E+07  2.1256E-16  1.0829E-07  2.2997E-04  1.3555E-03  5.8048E+08  1.5627E+04  4.9462E+08  1.7721E+04  2.6135E+07  2.1240E+06  1.0240E-05  3.5457E+07
  8.2674E+06  1.5385E+00  1.0321E+03  1.8454E+13  1.5707E+12  4.1472E+07  2.2137E-16  1.1031E-07  2.2894E-04  1.4103E-03  6.0406E+08  1.5945E+04  5.1613E+08  1.7698E+04  2.7295E+07  2.2183E+06  1.0567E-05  3.7017E+07
  8.3410E+06  1.6067E+00  1.0321E+03  1.9273E+13  1.6404E+12  4.2319E+07  2.3058E-16  1.1237E-07  2.2789E-04  1.4671E-03  6.2832E+08  1.6270E+04  5.3853E+08  1.7675E+04  2.8507E+07  2.3167E+06  1.0909E-05  3.8645E+07
  8.4146E+06  1.6778E+00  1.0321E+03  2.0124E+13  1.7129E+12  4.3234E+07  2.4097E-16  1.1477E-07  2.2745E-04  1.5282E-03  6.5307E+08  1.6626E+04  5.6170E+08  1.7684E+04  2.9765E+07  2.4190E+06  1.1302E-05  4.0337E+07
  8.4883E+06  1.7512E+00  1.0322E+03  2.1000E+13  1.7874E+12  4.4310E+07  2.5409E-16  1.1808E-07  2.2876E-04  1.5982E-03  6.7798E+08  1.7056E+04  5.8544E+08  1.7780E+04  3.1061E+07  2.5243E+06  1.1810E-05  4.2078E+07
  8.5619E+06  1.8278E+00  1.0323E+03  2.1914E+13  1.8652E+12  4.5413E+07  2.6798E-16  1.2148E-07  2.3003E-04  1.6710E-03  7.0339E+08  1.7498E+04  6.1007E+08  1.7878E+04  3.2412E+07  2.6342E+06  1.2348E-05  4.3895E+07
  8.6355E+06  1.9077E+00  1.0325E+03  2.2868E+13  1.9464E+12  4.6544E+07  2.8269E-16  1.2498E-07  2.3126E-04  1.7465E-03  7.2923E+08  1.7952E+04  6.3564E+08  1.7979E+04  3.3823E+07  2.7488E+06  1.2918E-05  4.5790E+07
  8.7091E+06  1.9912E+00  1.0326E+03  2.3863E+13  2.0311E+12  4.7702E+07  2.9827E-16  1.2858E-07  2.3244E-04  1.8247E-03  7.5541E+08  1.8418E+04  6.6215E+08  1.8081E+04  3.5295E+07  2.8684E+06  1.3522E-05  4.7767E+07
  8.7827E+06  2.0783E+00  1.0327E+03  2.4901E+13  2.1195E+12  4.8889E+07  3.1480E-16  1.3228E-07  2.3356E-04  1.9056E-03  7.8185E+08  1.8897E+04  6.8960E+08  1.8186E+04  3.6831E+07  2.9933E+06  1.4163E-05  4.9829E+07
  8.8563E+06  2.1692E+00  1.0329E+03  2.5985E+13  2.2117E+12  5.0106E+07  3.3234E-16  1.3609E-07  2.3462E-04  1.9892E-03  8.0841E+08  1.9388E+04  7.1802E+08  1.8294E+04  3.8433E+07  3.1235E+06  1.4845E-05  5.1979E+07
  8.9299E+06  2.2641E+00  1.0330E+03  2.7116E+13  2.3079E+12  5.1353E+07  3.5098E-16  1.4001E-07  2.3560E-04  2.0753E-03  8.3497E+08  1.9893E+04  7.4741E+08  1.8405E+04  4.0106E+07  3.2595E+06  1.5572E-05  5.4223E+07
  9.0035E+06  2.3632E+00  1.0331E+03  2.8296E+13  2.4084E+12  5.2631E+07  3.7078E-16  1.4404E-07  2.3651E-04  2.1640E-03  8.6137E+08  2.0412E+04  7.7776E+08  1.8520E+04  4.1851E+07  3.4013E+06  1.6348E-05  5.6564E+07
  9.0771E+06  2.4665E+00  1.0333E+03  2.9527E+13  2.5132E+12  5.3941E+07  3.9186E-16  1.4819E-07  2.3733E-04  2.2549E-03  8.8742E+08  2.0945E+04  8.0906E+08  1.8639E+04  4.3672E+07  3.5493E+06  1.7177E-05  5.9006E+07
  9.1508E+06  2.5688E+00  1.0335E+03  3.0742E+13  2.6166E+12  5.5410E+07  4.1720E-16  1.5342E-07  2.3988E-04  2.3537E-03  9.1061E+08  2.1557E+04  8.3933E+08  1.8851E+04  4.5469E+07  3.6954E+06  1.8185E-05  6.1417E+07
  9.2244E+06  2.6735E+00  1.0339E+03  3.1986E+13  2.7224E+12  5.6958E+07  4.4529E-16  1.5913E-07  2.4290E-04  2.4566E-03  9.3227E+08  2.2206E+04  8.6976E+08  1.9097E+04  4.7309E+07  3.8449E+06  1.9308E-05  6.3886E+07
  9.2980E+06  2.7825E+00  1.0342E+03  3.3279E+13  2.8325E+12  5.8549E+07  4.7547E-16  1.6504E-07  2.4585E-04  2.5620E-03  9.5290E+08  2.2874E+04  9.0090E+08  1.9350E+04  4.9222E+07  4.0004E+06  2.0519E-05  6.6455E+07
  9.3716E+06  2.8960E+00  1.0345E+03  3.4625E+13  2.9471E+12  6.0184E+07  5.0792E-16  1.7118E-07  2.4871E-04  2.6696E-03  9.7231E+08  2.3562E+04  9.3269E+08  1.9610E+04  5.1213E+07  4.1622E+06  2.1827E-05  6.9128E+07
  9.4452E+06  3.0140E+00  1.0348E+03  3.6026E+13  3.0663E+12  6.1865E+07  5.4283E-16  1.7754E-07  2.5149E-04  2.7789E-03  9.9027E+08  2.4270E+04  9.6510E+08  1.9879E+04  5.3284E+07  4.3305E+06  2.3241E-05  7.1908E+07
  9.5188E+06  3.1369E+00  1.0351E+03  3.7483E+13  3.1903E+12  6.3592E+07  5.8043E-16  1.8414E-07  2.5418E-04  2.8898E-03  1.0066E+09  2.4996E+04  9.9806E+08  2.0156E+04  5.5439E+07  4.5057E+06  2.4773E-05  7.4801E+07
  9.5924E+06  3.2648E+00  1.0354E+03  3.8999E+13  3.3193E+12  6.5367E+07  6.2092E-16  1.9098E-07  2.5676E-04  3.0018E-03  1.0211E+09  2.5742E+04  1.0315E+09  2.0442E+04  5.7681E+07  4.6879E+06  2.6433E-05  7.7811E+07
  9.6660E+06  3.3979E+00  1.0357E+03  4.0576E+13  3.4536E+12  6.7191E+07  6.6456E-16  1.9807E-07  2.5923E-04  3.1145E-03  1.0335E+09  2.6506E+04  1.0653E+09  2.0738E+04  6.0014E+07  4.8775E+06  2.8234E-05  8.0943E+07
  9.7397E+06  3.5365E+00  1.0360E+03  4.2217E+13  3.5933E+12  6.9066E+07  7.1162E-16  2.0542E-07  2.6160E-04  3.2273E-03  1.0437E+09  2.7289E+04  1.0995E+09  2.1045E+04  6.2442E+07  5.0748E+06  3.0189E-05  8.4202E+07
  9.8133E+06  3.6806E+00  1.0364E+03  4.3925E+13  3.7386E+12  7.0993E+07  7.6238E-16  2.1305E-07  2.6386E-04  3.3399E-03  1.0516E+09  2.8088E+04  1.1338E+09  2.1362E+04  6.4967E+07  5.2801E+06  3.2313E-05  8.7593E+07
  9.8869E+06  3.8160E+00  1.0368E+03  4.5525E+13  3.8748E+12  7.3033E+07  8.2026E-16  2.2184E-07  2.6756E-04  3.4492E-03  1.0514E+09  2.8942E+04  1.1633E+09  2.1776E+04  6.7333E+07  5.4724E+06  3.4761E-05  9.0777E+07
  9.9605E+06  3.9542E+00  1.0372E+03  4.7158E+13  4.0138E+12  7.5138E+07  8.8329E-16  2.3111E-07  2.7142E-04  3.5570E-03  1.0482E+09  2.9818E+04  1.1918E+09  2.2215E+04  6.9749E+07  5.6687E+06  3.7442E-05  9.4030E+07
  1.0034E+07  4.0975E+00  1.0377E+03  4.8850E+13  4.1578E+12  7.7304E+07  9.5144E-16  2.4076E-07  2.7524E-04  3.6633E-03  1.0428E+09  3.0708E+04  1.2201E+09  2.2669E+04  7.2251E+07  5.8721E+06  4.0356E-05  9.7400E+07
  1.0108E+07  4.2459E+00  1.0381E+03  5.0602E+13  4.3069E+12  7.9531E+07  1.0251E-15  2.5082E-07  2.7903E-04  3.7678E-03  1.0352E+09  3.1610E+04  1.2479E+09  2.3137E+04  7.4843E+07  6.0827E+06  4.3522E-05  1.0089E+08
  1.0181E+07  4.3997E+00  1.0386E+03  5.2417E+13  4.4614E+12  8.1822E+07  1.1047E-15  2.6129E-07  2.8281E-04  3.8698E-03  1.0256E+09  3.2523E+04  1.2751E+09  2.3620E+04  7.7528E+07  6.3009E+06  4.6958E-05  1.0451E+08
  1.0255E+07  4.5591E+00  1.0390E+03  5.4298E+13  4.6215E+12  8.4178E+07  1.1907E-15  2.7219E-07  2.8657E-04  3.9692E-03  1.0139E+09  3.3445E+04  1.3018E+09  2.4118E+04  8.0309E+07  6.5270E+06  5.0686E-05  1.0825E+08
  1.0329E+07  4.7243E+00  1.0394E+03  5.6246E+13  4.7873E+12  8.6601E+07  1.2836E-15  2.8354E-07  2.9033E-04  4.0654E-03  1.0004E+09  3.4371E+04  1.3276E+09  2.4631E+04  8.3190E+07  6.7612E+06  5.4726E-05  1.1214E+08
  1.0402E+07  4.8955E+00  1.0399E+03  5.8264E+13  4.9590E+12  8.9093E+07  1.3838E-15  2.9535E-07  2.9410E-04  4.1581E-03  9.8513E+08  3.5300E+04  1.3526E+09  2.5159E+04  8.6175E+07  7.0037E+06  5.9102E-05  1.1616E+08
  1.0476E+07  5.0728E+00  1.0403E+03  6.0354E+13  5.1370E+12  9.1656E+07  1.4919E-15  3.0766E-07  2.9790E-04  4.2469E-03  9.6828E+08  3.6228E+04  1.3767E+09  2.5703E+04  8.9266E+07  7.2550E+06  6.3837E-05  1.2032E+08
  1.0549E+07  5.2566E+00  1.0408E+03  6.2519E+13  5.3212E+12  9.4292E+07  1.6084E-15  3.2047E-07  3.0173E-04  4.3314E-03  9.4998E+08  3.7153E+04  1.3996E+09  2.6262E+04  9.2469E+07  7.5153E+06  6.8954E-05  1.2464E+08
  1.0623E+07  5.4383E+00  1.0412E+03  6.4656E+13  5.5031E+12  9.6953E+07  1.7330E-15  3.3375E-07  3.0576E-04  4.4034E-03  9.2785E+08  3.8048E+04  1.4185E+09  2.6852E+04  9.5629E+07  7.7721E+06  7.4467E-05  1.2890E+08
  1.0697E+07  5.6021E+00  1.0417E+03  6.6571E+13  5.6661E+12  9.9552E+07  1.8638E-15  3.4744E-07  3.1029E-04  4.4494E-03  8.9857E+08  3.8871E+04  1.4283E+09  2.7496E+04  9.8461E+07  8.0023E+06  8.0348E-05  1.3273E+08
  1.0770E+07  5.7707E+00  1.0422E+03  6.8543E+13  5.8340E+12  1.0222E+08  2.0037E-15  3.6169E-07  3.1499E-04  4.4922E-03  8.6971E+08  3.9677E+04  1.4371E+09  2.8154E+04  1.0138E+08  8.2394E+06  8.6635E-05  1.3667E+08
  1.0844E+07  5.9445E+00  1.0427E+03  7.0574E+13  6.0068E+12  1.0496E+08  2.1534E-15  3.7651E-07  3.1986E-04  4.5317E-03  8.4138E+08  4.0466E+04  1.4446E+09  2.8825E+04  1.0438E+08  8.4835E+06  9.3348E-05  1.4073E+08
  1.0917E+07  6.1235E+00  1.0432E+03  7.2664E+13  6.1847E+12  1.0777E+08  2.3133E-15  3.9192E-07  3.2492E-04  4.5682E-03  8.1367E+08  4.1234E+04  1.4511E+09  2.9509E+04  1.0747E+08  8.7348E+06  1.0051E-04  1.4491E+08
  1.0991E+07  6.3079E+00  1.0437E+03  7.4817E+13  6.3680E+12  1.1065E+08  2.4842E-15  4.0796E-07  3.3016E-04  4.6016E-03  7.8662E+08  4.1980E+04  1.4564E+09  3.0206E+04  1.1066E+08  8.9936E+06  1.0814E-04  1.4921E+08
  1.1065E+07  6.4978E+00  1.0442E+03  7.7033E+13  6.5566E+12  1.1361E+08  2.6666E-15  4.2465E-07  3.3561E-04  4.6321E-03  7.6027E+08  4.2702E+04  1.4605E+09  3.0916E+04  1.1394E+08  9.2600E+06  1.1626E-04  1.5364E+08
  1.1138E+07  6.6935E+00  1.0446E+03  7.9315E+13  6.7508E+12  1.1665E+08  2.8614E-15  4.4200E-07  3.4125E-04  4.6597E-03  7.3465E+08  4.3398E+04  1.4635E+09  3.1638E+04  1.1731E+08  9.5343E+06  1.2490E-04  1.5819E+08
  1.1212E+07  6.8950E+00  1.0451E+03  8.1665E+13  6.9508E+12  1.1976E+08  3.0691E-15  4.6006E-07  3.4711E-04  4.6844E-03  7.0977E+08  4.4067E+04  1.4653E+09  3.2373E+04  1.2079E+08  9.8168E+06  1.3409E-04  1.6288E+08
  1.1286E+07  7.1027E+00  1.0456E+03  8.4084E+13  7.1567E+12  1.2296E+08  3.2907E-15  4.7884E-07  3.5318E-04  4.7064E-03  6.8563E+08  4.4707E+04  1.4660E+09  3.3119E+04  1.2436E+08  1.0108E+07  1.4385E-04  1.6771E+08
  1.1359E+07  7.3165E+00  1.0461E+03  8.6575E+13  7.3687E+12  1.2625E+08  3.5270E-15  4.9837E-07  3.5947E-04  4.7255E-03  6.6223E+08  4.5316E+04  1.4655E+09  3.3878E+04  1.2805E+08  1.0407E+07  1.5421E-04  1.7268E+08
  1.1433E+07  7.5368E+00  1.0466E+03  8.9140E+13  7.5870E+12  1.2962E+08  3.7788E-15  5.1869E-07  3.6599E-04  4.7419E-03  6.3958E+08  4.5892E+04  1.4639E+09  3.4648E+04  1.3184E+08  1.0715E+07  1.6520E-04  1.7780E+08
  1.1506E+07  7.7543E+00  1.0471E+03  9.1668E+13  7.8022E+12  1.3297E+08  4.0411E-15  5.3930E-07  3.7254E-04  4.7445E-03  6.1611E+08  4.6381E+04  1.4584E+09  3.5426E+04  1.3558E+08  1.1019E+07  1.7666E-04  1.8284E+08
  1.1580E+07  7.9296E+00  1.0475E+03  9.3698E+13  7.9750E+12  1.3588E+08  4.2867E-15  5.5799E-07  3.7837E-04  4.6931E-03  5.8680E+08  4.6572E+04  1.4391E+09  3.6190E+04  1.3858E+08  1.1263E+07  1.8769E-04  1.8691E+08
  1.1654E+07  8.1090E+00  1.0480E+03  9.5772E+13  8.1515E+12  1.3885E+08  4.5446E-15  5.7731E-07  3.8449E-04  4.6446E-03  5.5980E+08  4.6738E+04  1.4200E+09  3.6957E+04  1.4165E+08  1.1513E+07  1.9917E-04  1.9106E+08
  1.1727E+07  8.2924E+00  1.0484E+03  9.7892E+13  8.3320E+12  1.4189E+08  4.8154E-15  5.9729E-07  3.9091E-04  4.5989E-03  5.3488E+08  4.6879E+04  1.4011E+09  3.7728E+04  1.4479E+08  1.1767E+07  2.1113E-04  1.9529E+08
  1.1801E+07  8.4799E+00  1.0489E+03  1.0006E+14  8.5164E+12  1.4499E+08  5.0997E-15  6.1795E-07  3.9762E-04  4.5556E-03  5.1182E+08  4.6998E+04  1.3823E+09  3.8503E+04  1.4799E+08  1.2028E+07  2.2360E-04  1.9963E+08
  1.1874E+07  8.6717E+00  1.0493E+03  1.0227E+14  8.7050E+12  1.4816E+08  5.3984E-15  6.3931E-07  4.0461E-04  4.5147E-03  4.9043E+08  4.7096E+04  1.3638E+09  3.9282E+04  1.5127E+08  1.2294E+07  2.3659E-04  2.0405E+08
  1.1948E+07  8.8678E+00  1.0498E+03  1.0454E+14  8.8977E+12  1.5140E+08  5.7122E-15  6.6140E-07  4.1188E-04  4.4759E-03  4.7053E+08  4.7173E+04  1.3454E+09  4.0066E+04  1.5462E+08  1.2566E+07  2.5014E-04  2.0857E+08
  1.2022E+07  9.0684E+00  1.0502E+03  1.0685E+14  9.0947E+12  1.5470E+08  6.0419E-15  6.8424E-07  4.1942E-04  4.4391E-03  4.5198E+08  4.7229E+04  1.3271E+09  4.0855E+04  1.5804E+08  1.2845E+07  2.6426E-04  2.1319E+08
  1.2095E+07  9.2734E+00  1.0506E+03  1.0922E+14  9.2960E+12  1.5808E+08  6.3883E-15  7.0785E-07  4.2723E-04  4.4040E-03  4.3464E+08  4.7267E+04  1.3090E+09  4.1650E+04  1.6154E+08  1.3129E+07  2.7899E-04  2.1791E+08
  1.2169E+07  9.4832E+00  1.0511E+03  1.1164E+14  9.5018E+12  1.6153E+08  6.7523E-15  7.3226E-07  4.3532E-04  4.3705E-03  4.1840E+08  4.7285E+04  1.2911E+09  4.2449E+04  1.6512E+08  1.3420E+07  2.9435E-04  2.2274E+08
  1.2242E+07  9.6976E+00  1.0515E+03  1.1411E+14  9.7122E+12  1.6505E+08  7.1340E-15  7.5750E-07  4.4373E-04  4.3447E-03  4.0371E+08  4.7280E+04  1.2733E+09  4.3249E+04  1.6877E+08  1.3717E+07  3.1029E-04  2.2767E+08
  1.2316E+07  9.9170E+00  1.0520E+03  1.1663E+14  9.9272E+12  1.6864E+08  7.5344E-15  7.8360E-07  4.5245E-04  4.3247E-03  3.9028E+08  4.7254E+04  1.2556E+09  4.4051E+04  1.7251E+08  1.4020E+07  3.2687E-04  2.3270E+08
  1.2390E+07  1.0141E+01  1.0524E+03  1.1922E+14  1.0147E+13  1.7232E+08  7.9553E-15  8.1058E-07  4.6144E-04  4.3056E-03  3.7760E+08  4.7211E+04  1.2381E+09  4.4860E+04  1.7633E+08  1.4331E+07  3.4417E-04  2.3785E+08
  1.2463E+07  1.0371E+01  1.0529E+03  1.2186E+14  1.0372E+13  1.7607E+08  8.3979E-15  8.3847E-07  4.7069E-04  4.2872E-03  3.6559E+08  4.7151E+04  1.2207E+09  4.5677E+04  1.8023E+08  1.4648E+07  3.6224E-04  2.4311E+08
  1.2537E+07  1.0605E+01  1.0533E+03  1.2455E+14  1.0601E+13  1.7990E+08  8.8631E-15  8.6730E-07  4.8021E-04  4.2694E-03  3.5420E+08  4.7075E+04  1.2034E+09  4.6501E+04  1.8422E+08  1.4972E+07  3.8109E-04  2.4848E+08
  1.2611E+07  1.0845E+01  1.0538E+03  1.2731E+14  1.0836E+13  1.8382E+08  9.3522E-15  8.9711E-07  4.9000E-04  4.2522E-03  3.4338E+08  4.6982E+04  1.1863E+09  4.7333E+04  1.8830E+08  1.5304E+07  4.0078E-04  2.5397E+08
  1.2684E+07  1.1003E+01  1.0541E+03  1.2912E+14  1.0990E+13  1.8654E+08  9.7185E-15  9.1845E-07  4.9650E-04  4.1569E-03  3.2765E+08  4.6325E+04  1.1531E+09  4.8002E+04  1.9097E+08  1.5521E+07  4.1615E-04  2.5759E+08
  1.2758E+07  1.1141E+01  1.0544E+03  1.3070E+14  1.1125E+13  1.8898E+08  1.0058E-14  9.3794E-07  5.0236E-04  4.0513E-03  3.1216E+08  4.5565E+04  1.1184E+09  4.8626E+04  1.9332E+08  1.5712E+07  4.3052E-04  2.6076E+08
  1.2831E+07  1.1281E+01  1.0547E+03  1.3231E+14  1.1261E+13  1.9145E+08  1.0407E-14  9.5783E-07  5.0843E-04  3.9541E-03  2.9812E+08  4.4838E+04  1.0858E+09  4.9245E+04  1.9569E+08  1.5905E+07  4.4511E-04  2.6397E+08
  1.2905E+07  1.1423E+01  1.0550E+03  1.3393E+14  1.1400E+13  1.9395E+08  1.0765E-14  9.7814E-07  5.1471E-04  3.8645E-03  2.8533E+08  4.4142E+04  1.0553E+09  4.9861E+04  1.9809E+08  1.6100E+07  4.5994E-04  2.6721E+08
