 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6         167
 
           z           p           T        n<H>  CS          CS2         C2K2N2      C2N2NA2     FE(OH)2     FEO         FEH         HK          KOH         NAH         NAOH        HS          K2O2H2      NA2O2H2     H2SO4       H2S         K+          KO          KO-         K2          MGS         SN          NA+         NAO         NAO-        NA2         SO          S2O         SO2         SIS         S8          H2          N2          O2          S2          FES         C+          N+          O+          CNO         TIO         TIO2        TIC         TIC2        TIS         TI+         S+          SI+         FE+         C3H         CA+         CAOH        CA(OH)2     CAO         CAS         CA2         CAH         TIH         LIH         LIO         LIOH        LICL        NACL        KCL         CACL        CACL2       HCL       
  6.1177E+05  3.2015E-02  1.0307E+03  3.8387E+11  1.9942E+00  1.1058E-02  2.6694E-36  4.5919E-77  6.7536E-02  9.5096E-01  7.0675E-03  4.6562E-03  2.8539E-01  2.8520E-01  2.1795E+00  1.1531E+05  4.0224E-19  5.8968E-16  3.8602E-27  3.2174E+06  4.5414E+01  1.5613E-09  2.2356E-18  1.9221E-11  6.5831E+02  5.7558E-04  6.9496E-02  2.8663E-08  2.5427E-17  3.0276E-08  1.4412E+02  1.7790E-02  2.4597E+00  1.3884E+06  2.0670E-39  1.9186E+11  1.1565E+07  4.3080E-08  2.7839E+05  2.1850E+02  2.3332E-55  7.8801E-61  8.4793E-53  1.7103E-15  2.6888E-01  3.7436E+00  1.7620E-22  3.2857E-33  1.6673E-03  2.1554E-21  5.5848E-29  7.9857E-27  1.4005E-13  2.0805E-29  7.1890E-06  1.7192E+03  2.4500E+01  3.4961E-03  1.1043E+03  4.3777E-10  6.4135E-01  1.8937E-13  8.5809E-93  1.4366E-98  1.1680E-89  3.4640-180  7.6274E-90  4.9760E-90  1.9756E-89  1.4151-175  3.5150E-88
  6.8538E+05  3.3126E-02  1.0307E+03  3.9723E+11  2.0716E+00  1.1528E-02  3.1653E-36  5.4560E-77  7.2304E-02  9.8423E-01  7.4405E-03  4.9018E-03  3.0042E-01  3.0023E-01  2.2942E+00  1.1777E+05  4.4559E-19  6.5317E-16  4.0121E-27  3.3418E+06  4.6213E+01  1.6163E-09  2.3543E-18  2.0582E-11  6.8379E+02  5.8795E-04  7.0725E-02  2.9672E-08  2.6777E-17  3.2417E-08  1.4473E+02  1.7931E-02  2.4700E+00  1.4414E+06  2.1307E-39  1.9854E+11  1.1968E+07  4.3116E-08  2.8053E+05  2.2695E+02  2.3784E-55  7.8996E-61  8.3557E-53  1.8011E-15  2.7358E-01  3.8086E+00  1.8556E-22  3.5801E-33  1.7027E-03  2.1577E-21  5.5195E-29  8.1304E-27  1.4259E-13  2.3453E-29  7.3169E-06  1.8094E+03  2.6226E+01  3.6184E-03  1.1469E+03  4.6872E-10  6.7532E-01  1.9604E-13  9.0278E-93  1.4863E-98  1.2286E-89  3.6380-180  8.0154E-90  5.2291E-90  2.0760E-89  1.5099-175  3.6322E-88
  7.5899E+05  3.4280E-02  1.0307E+03  4.1110E+11  2.1521E+00  1.2018E-02  3.7548E-36  6.4862E-77  7.7419E-02  1.0188E+00  7.8342E-03  5.1610E-03  3.1627E-01  3.1609E-01  2.4152E+00  1.2028E+05  4.9371E-19  7.2366E-16  4.1702E-27  3.4712E+06  4.7029E+01  1.6734E-09  2.4798E-18  2.2043E-11  7.1027E+02  6.0059E-04  7.1982E-02  3.0721E-08  2.8203E-17  3.4715E-08  1.4533E+02  1.8071E-02  2.4802E+00  1.4965E+06  2.1952E-39  2.0547E+11  1.2385E+07  4.3154E-08  2.8266E+05  2.3573E+02  2.4250E-55  7.9206E-61  8.2351E-53  1.8971E-15  2.7840E-01  3.8752E+00  1.9547E-22  3.9024E-33  1.7390E-03  2.1604E-21  5.4551E-29  8.2789E-27  1.4518E-13  2.6447E-29  7.4477E-06  1.9046E+03  2.8078E+01  3.7454E-03  1.1912E+03  5.0196E-10  7.1121E-01  2.0300E-13  9.4993E-93  1.5378E-98  1.2926E-89  3.8210-180  8.4239E-90  5.4955E-90  2.1818E-89  1.6112-175  3.7535E-88
  8.3260E+05  3.5485E-02  1.0307E+03  4.2557E+11  2.2363E+00  1.2532E-02  4.4599E-36  7.7253E-77  8.2937E-02  1.0549E+00  8.2526E-03  5.4365E-03  3.3309E-01  3.3295E-01  2.5436E+00  1.2286E+05  5.4744E-19  8.0234E-16  4.3360E-27  3.6063E+06  4.7871E+01  1.7333E-09  2.6132E-18  2.3621E-11  7.3794E+02  6.1362E-04  7.3280E-02  3.1818E-08  2.9721E-17  3.7198E-08  1.4594E+02  1.8211E-02  2.4905E+00  1.5540E+06  2.2608E-39  2.1270E+11  1.2821E+07  4.3201E-08  2.8478E+05  2.4490E+02  2.4743E-55  7.9468E-61  8.1200E-53  1.9992E-15  2.8342E-01  3.9445E+00  2.0607E-22  4.2581E-33  1.7766E-03  2.1642E-21  5.3925E-29  8.4343E-27  1.4788E-13  2.9855E-29  7.5830E-06  2.0056E+03  3.0076E+01  3.8782E-03  1.2374E+03  5.3786E-10  7.4940E-01  2.1033E-13  9.9996E-93  1.5917E-98  1.3604E-89  4.0145-180  8.8561E-90  5.7774E-90  2.2936E-89  1.7200-175  3.8799E-88
  9.0622E+05  3.6732E-02  1.0308E+03  4.4055E+11  2.3236E+00  1.3065E-02  5.2974E-36  9.2012E-77  8.8848E-02  1.0922E+00  8.6933E-03  5.7266E-03  3.5081E-01  3.5070E-01  2.6789E+00  1.2548E+05  6.0702E-19  8.8959E-16  4.5081E-27  3.7465E+06  4.8728E+01  1.7952E-09  2.7539E-18  2.5312E-11  7.6664E+02  6.2689E-04  7.4602E-02  3.2955E-08  3.1320E-17  3.9857E-08  1.4654E+02  1.8349E-02  2.5006E+00  1.6136E+06  2.3269E-39  2.2019E+11  1.3273E+07  4.3248E-08  2.8687E+05  2.5440E+02  2.5246E-55  7.9731E-61  8.0065E-53  2.1069E-15  2.8855E-01  4.0152E+00  2.1726E-22  4.6466E-33  1.8151E-03  2.1682E-21  5.3302E-29  8.5928E-27  1.5063E-13  3.3703E-29  7.7208E-06  2.1120E+03  3.2215E+01  4.0156E-03  1.2854E+03  5.7632E-10  7.8964E-01  2.1795E-13  1.0526E-92  1.6474E-98  1.4317E-89  4.2176-180  9.3104E-90  6.0737E-90  2.4112E-89  1.8360-175  4.0104E-88
  9.7983E+05  3.8023E-02  1.0308E+03  4.5606E+11  2.4141E+00  1.3618E-02  6.2923E-36  1.0959E-76  9.5180E-02  1.1309E+00  9.1576E-03  6.0322E-03  3.6947E-01  3.6939E-01  2.8214E+00  1.2815E+05  6.7309E-19  9.8631E-16  4.6865E-27  3.8917E+06  4.9600E+01  1.8594E-09  2.9021E-18  2.7124E-11  7.9638E+02  6.4038E-04  7.5947E-02  3.4132E-08  3.3005E-17  4.2707E-08  1.4714E+02  1.8485E-02  2.5106E+00  1.6754E+06  2.3933E-39  2.2794E+11  1.3740E+07  4.3294E-08  2.8894E+05  2.6426E+02  2.5759E-55  7.9995E-61  7.8945E-53  2.2203E-15  2.9379E-01  4.0875E+00  2.2908E-22  5.0709E-33  1.8544E-03  2.1723E-21  5.2682E-29  8.7543E-27  1.5343E-13  3.8047E-29  7.8612E-06  2.2240E+03  3.4506E+01  4.1579E-03  1.3351E+03  6.1754E-10  8.3203E-01  2.2585E-13  1.1080E-92  1.7050E-98  1.5067E-89  4.4308-180  9.7877E-90  6.3849E-90  2.5347E-89  1.9597-175  4.1453E-88
  1.0534E+06  3.9360E-02  1.0308E+03  4.7212E+11  2.5080E+00  1.4193E-02  7.4740E-36  1.3053E-76  1.0196E-01  1.1710E+00  9.6467E-03  6.3541E-03  3.8912E-01  3.8909E-01  2.9714E+00  1.3087E+05  7.4634E-19  1.0936E-15  4.8715E-27  4.0423E+06  5.0487E+01  1.9259E-09  3.0584E-18  2.9066E-11  8.2721E+02  6.5412E-04  7.7317E-02  3.5351E-08  3.4781E-17  4.5760E-08  1.4772E+02  1.8619E-02  2.5204E+00  1.7394E+06  2.4600E-39  2.3596E+11  1.4224E+07  4.3340E-08  2.9096E+05  2.7447E+02  2.6283E-55  8.0260E-61  7.7841E-53  2.3399E-15  2.9915E-01  4.1613E+00  2.4155E-22  5.5344E-33  1.8945E-03  2.1766E-21  5.2065E-29  8.9189E-27  1.5628E-13  4.2950E-29  8.0040E-06  2.3419E+03  3.6960E+01  4.3053E-03  1.3866E+03  6.6171E-10  8.7671E-01  2.3406E-13  1.1663E-92  1.7647E-98  1.5857E-89  4.6546-180  1.0289E-89  6.7120E-90  2.6645E-89  2.0916-175  4.2846E-88
  1.1271E+06  4.0743E-02  1.0308E+03  4.8874E+11  2.6053E+00  1.4789E-02  8.8777E-36  1.5546E-76  1.0923E-01  1.2125E+00  1.0162E-02  6.6932E-03  4.0982E-01  4.0983E-01  3.1294E+00  1.3364E+05  8.2756E-19  1.2124E-15  5.0635E-27  4.1984E+06  5.1391E+01  1.9947E-09  3.2230E-18  3.1146E-11  8.5917E+02  6.6810E-04  7.8712E-02  3.6614E-08  3.6652E-17  4.9032E-08  1.4829E+02  1.8752E-02  2.5300E+00  1.8058E+06  2.5271E-39  2.4427E+11  1.4725E+07  4.3387E-08  2.9296E+05  2.8505E+02  2.6817E-55  8.0525E-61  7.6753E-53  2.4659E-15  3.0463E-01  4.2368E+00  2.5472E-22  6.0407E-33  1.9354E-03  2.1810E-21  5.1452E-29  9.0867E-27  1.5918E-13  4.8486E-29  8.1495E-06  2.4661E+03  3.9589E+01  4.4579E-03  1.4400E+03  7.0903E-10  9.2378E-01  2.4258E-13  1.2277E-92  1.8264E-98  1.6688E-89  4.8896-180  1.0816E-89  7.0557E-90  2.8008E-89  2.2324-175  4.4285E-88
  1.2007E+06  4.2175E-02  1.0308E+03  5.0594E+11  2.7062E+00  1.5409E-02  1.0545E-35  1.8517E-76  1.1701E-01  1.2554E+00  1.0705E-02  7.0504E-03  4.3162E-01  4.3168E-01  3.2959E+00  1.3645E+05  9.1761E-19  1.3443E-15  5.2626E-27  4.3601E+06  5.2311E+01  2.0660E-09  3.3964E-18  3.3376E-11  8.9229E+02  6.8232E-04  8.0131E-02  3.7921E-08  3.8624E-17  5.2538E-08  1.4886E+02  1.8882E-02  2.5395E+00  1.8745E+06  2.5943E-39  2.5287E+11  1.5243E+07  4.3433E-08  2.9493E+05  2.9603E+02  2.7362E-55  8.0792E-61  7.5680E-53  2.5986E-15  3.1022E-01  4.3140E+00  2.6863E-22  6.5938E-33  1.9772E-03  2.1856E-21  5.0841E-29  9.2577E-27  1.6214E-13  5.4736E-29  8.2976E-06  2.5969E+03  4.2404E+01  4.6158E-03  1.4953E+03  7.5974E-10  9.7338E-01  2.5144E-13  1.2923E-92  1.8903E-98  1.7562E-89  5.1363-180  1.1370E-89  7.4167E-90  2.9441E-89  2.3825-175  4.5770E-88
  1.2743E+06  4.3658E-02  1.0308E+03  5.2376E+11  2.8107E+00  1.6052E-02  1.2525E-35  2.2054E-76  1.2535E-01  1.2999E+00  1.1276E-02  7.4266E-03  4.5458E-01  4.5469E-01  3.4711E+00  1.3931E+05  1.0175E-18  1.4904E-15  5.4690E-27  4.5278E+06  5.3247E+01  2.1399E-09  3.5792E-18  3.5765E-11  9.2662E+02  6.9679E-04  8.1577E-02  3.9276E-08  4.0702E-17  5.6294E-08  1.4941E+02  1.9010E-02  2.5488E+00  1.9458E+06  2.6617E-39  2.6177E+11  1.5780E+07  4.3479E-08  2.9686E+05  3.0740E+02  2.7918E-55  8.1059E-61  7.4621E-53  2.7386E-15  3.1595E-01  4.3928E+00  2.8332E-22  7.1980E-33  2.0200E-03  2.1904E-21  5.0234E-29  9.4321E-27  1.6515E-13  6.1792E-29  8.4484E-06  2.7346E+03  4.5420E+01  4.7794E-03  1.5526E+03  8.1407E-10  1.0256E+00  2.6063E-13  1.3603E-92  1.9564E-98  1.8482E-89  5.3953-180  1.1952E-89  7.7961E-90  3.0946E-89  2.5425-175  4.7305E-88
  1.3479E+06  4.5192E-02  1.0309E+03  5.4219E+11  2.9191E+00  1.6719E-02  1.4878E-35  2.6268E-76  1.3428E-01  1.3459E+00  1.1879E-02  7.8230E-03  4.7875E-01  4.7893E-01  3.6557E+00  1.4222E+05  1.1282E-18  1.6524E-15  5.6831E-27  4.7015E+06  5.4200E+01  2.2164E-09  3.7719E-18  3.8326E-11  9.6220E+02  7.1152E-04  8.3048E-02  4.0679E-08  4.2892E-17  6.0319E-08  1.4995E+02  1.9136E-02  2.5579E+00  2.0196E+06  2.7292E-39  2.7099E+11  1.6335E+07  4.3525E-08  2.9876E+05  3.1918E+02  2.8486E-55  8.1327E-61  7.3577E-53  2.8860E-15  3.2180E-01  4.4734E+00  2.9883E-22  7.8582E-33  2.0636E-03  2.1953E-21  4.9631E-29  9.6098E-27  1.6821E-13  6.9757E-29  8.6019E-06  2.8796E+03  4.8650E+01  4.9487E-03  1.6120E+03  8.7228E-10  1.0807E+00  2.7018E-13  1.4319E-92  2.0247E-98  1.9450E-89  5.6671-180  1.2563E-89  8.1946E-90  3.2527E-89  2.7132-175  4.8890E-88
  1.4215E+06  4.6781E-02  1.0309E+03  5.6128E+11  3.0315E+00  1.7411E-02  1.7672E-35  3.1287E-76  1.4385E-01  1.3936E+00  1.2513E-02  8.2404E-03  5.0422E-01  5.0447E-01  3.8501E+00  1.4518E+05  1.2509E-18  1.8321E-15  5.9052E-27  4.8816E+06  5.5170E+01  2.2956E-09  3.9748E-18  4.1069E-11  9.9907E+02  7.2651E-04  8.4546E-02  4.2131E-08  4.5200E-17  6.4632E-08  1.5049E+02  1.9260E-02  2.5669E+00  2.0961E+06  2.7967E-39  2.8053E+11  1.6910E+07  4.3572E-08  3.0063E+05  3.3139E+02  2.9065E-55  8.1596E-61  7.2548E-53  3.0414E-15  3.2778E-01  4.5558E+00  3.1522E-22  8.5796E-33  2.1082E-03  2.2004E-21  4.9031E-29  9.7909E-27  1.7134E-13  7.8750E-29  8.7582E-06  3.0323E+03  5.2109E+01  5.1241E-03  1.6735E+03  9.3466E-10  1.1387E+00  2.8009E-13  1.5071E-92  2.0954E-98  2.0468E-89  5.9523-180  1.3205E-89  8.6133E-90  3.4189E-89  2.8951-175  5.0526E-88
  1.4951E+06  4.8431E-02  1.0309E+03  5.8111E+11  3.1484E+00  1.8132E-02  2.1002E-35  3.7295E-76  1.5413E-01  1.4431E+00  1.3184E-02  8.6818E-03  5.3112E-01  5.3146E-01  4.0555E+00  1.4821E+05  1.3875E-18  2.0319E-15  6.1365E-27  5.0688E+06  5.6163E+01  2.3780E-09  4.1897E-18  4.4019E-11  1.0374E+03  7.4185E-04  8.6081E-02  4.3643E-08  4.7642E-17  6.9269E-08  1.5102E+02  1.9384E-02  2.5758E+00  2.1756E+06  2.8647E-39  2.9044E+11  1.7508E+07  4.3622E-08  3.0248E+05  3.4408E+02  2.9667E-55  8.1894E-61  7.1552E-53  3.2059E-15  3.3395E-01  4.6407E+00  3.3263E-22  9.3719E-33  2.1541E-03  2.2062E-21  4.8443E-29  9.9780E-27  1.7455E-13  8.8943E-29  8.9186E-06  3.1935E+03  5.5825E+01  5.3064E-03  1.7375E+03  1.0017E-09  1.2001E+00  2.9047E-13  1.5867E-92  2.1689E-98  2.1543E-89  6.2526-180  1.3881E-89  9.0544E-90  3.5939E-89  3.0896-175  5.2223E-88
  1.5687E+06  5.0157E-02  1.0309E+03  6.0184E+11  3.2710E+00  1.8887E-02  2.4995E-35  4.4552E-76  1.6523E-01  1.4950E+00  1.3898E-02  9.1515E-03  5.5971E-01  5.6018E-01  4.2738E+00  1.5133E+05  1.5401E-18  2.2552E-15  6.3796E-27  5.2646E+06  5.7190E+01  2.4645E-09  4.4189E-18  4.7211E-11  1.0775E+03  7.5771E-04  8.7672E-02  4.5229E-08  5.0247E-17  7.4284E-08  1.5158E+02  1.9508E-02  2.5849E+00  2.2587E+06  2.9335E-39  3.0080E+11  1.8132E+07  4.3684E-08  3.0433E+05  3.5736E+02  3.0310E-55  8.2267E-61  7.0620E-53  3.3815E-15  3.4041E-01  4.7291E+00  3.5134E-22  1.0250E-32  2.2019E-03  2.2134E-21  4.7881E-29  1.0175E-26  1.7791E-13  1.0058E-28  9.0852E-06  3.3648E+03  5.9835E+01  5.4972E-03  1.8044E+03  1.0743E-09  1.2656E+00  3.0146E-13  1.6712E-92  2.2459E-98  2.2683E-89  6.5699-180  1.4598E-89  9.5213E-90  3.7792E-89  3.2983-175  5.3992E-88
  1.6423E+06  5.1945E-02  1.0309E+03  6.2331E+11  3.3980E+00  1.9671E-02  2.9747E-35  5.3222E-76  1.7713E-01  1.5487E+00  1.4651E-02  9.6466E-03  5.8984E-01  5.9045E-01  4.5038E+00  1.5451E+05  1.7096E-18  2.5030E-15  6.6318E-27  5.4677E+06  5.8236E+01  2.5542E-09  4.6606E-18  5.0634E-11  1.1191E+03  7.7386E-04  8.9293E-02  4.6873E-08  5.2994E-17  7.9661E-08  1.5212E+02  1.9631E-02  2.5939E+00  2.3449E+06  3.0024E-39  3.1153E+11  1.8779E+07  4.3745E-08  3.0615E+05  3.7112E+02  3.0966E-55  8.2642E-61  6.9699E-53  3.5667E-15  3.4701E-01  4.8196E+00  3.7113E-22  1.1211E-32  2.2509E-03  2.2209E-21  4.7321E-29  1.0376E-26  1.8133E-13  1.1373E-28  9.2550E-06  3.5452E+03  6.4132E+01  5.6950E-03  1.8738E+03  1.1521E-09  1.3347E+00  3.1289E-13  1.7601E-92  2.3256E-98  2.3882E-89  6.9032-180  1.5351E-89  1.0012E-89  3.9739E-89  3.5209-175  5.5819E-88
  1.7159E+06  5.3796E-02  1.0310E+03  6.4554E+11  3.5298E+00  2.0485E-02  3.5402E-35  6.3579E-76  1.8988E-01  1.6044E+00  1.5444E-02  1.0168E-02  6.2159E-01  6.2235E-01  4.7462E+00  1.5774E+05  1.8976E-18  2.7781E-15  6.8935E-27  5.6781E+06  5.9301E+01  2.6471E-09  4.9155E-18  5.4305E-11  1.1622E+03  7.9030E-04  9.0944E-02  4.8577E-08  5.5892E-17  8.5429E-08  1.5265E+02  1.9751E-02  2.6027E+00  2.4342E+06  3.0711E-39  3.2264E+11  1.9449E+07  4.3807E-08  3.0794E+05  3.8538E+02  3.1638E-55  8.3019E-61  6.8790E-53  3.7620E-15  3.5376E-01  4.9121E+00  3.9207E-22  1.2264E-32  2.3009E-03  2.2285E-21  4.6765E-29  1.0582E-26  1.8482E-13  1.2861E-28  9.4279E-06  3.7353E+03  6.8738E+01  5.8998E-03  1.9456E+03  1.2356E-09  1.4075E+00  3.2477E-13  1.8538E-92  2.4080E-98  2.5145E-89  7.2530-180  1.6142E-89  1.0528E-89  4.1786E-89  3.7582-175  5.7707E-88
  1.7896E+06  5.5713E-02  1.0310E+03  6.6856E+11  3.6665E+00  2.1330E-02  4.2132E-35  7.5951E-76  2.0355E-01  1.6620E+00  1.6281E-02  1.0719E-02  6.5504E-01  6.5598E-01  5.0016E+00  1.6102E+05  2.1064E-18  3.0833E-15  7.1650E-27  5.8963E+06  6.0385E+01  2.7433E-09  5.1843E-18  5.8242E-11  1.2069E+03  8.0703E-04  9.2625E-02  5.0342E-08  5.8947E-17  9.1613E-08  1.5318E+02  1.9870E-02  2.6114E+00  2.5267E+06  3.1397E-39  3.3415E+11  2.0142E+07  4.3869E-08  3.0970E+05  4.0017E+02  3.2323E-55  8.3397E-61  6.7893E-53  3.9680E-15  3.6068E-01  5.0068E+00  4.1421E-22  1.3416E-32  2.3520E-03  2.2363E-21  4.6212E-29  1.0791E-26  1.8837E-13  1.4544E-28  9.6041E-06  3.9356E+03  7.3675E+01  6.1120E-03  2.0201E+03  1.3251E-09  1.4843E+00  3.3714E-13  1.9525E-92  2.4934E-98  2.6475E-89  7.6203-180  1.6973E-89  1.1070E-89  4.3937E-89  4.0114-175  5.9657E-88
  1.8632E+06  5.7699E-02  1.0310E+03  6.9241E+11  3.8082E+00  2.2206E-02  5.0142E-35  9.0731E-76  2.1821E-01  1.7217E+00  1.7163E-02  1.1298E-02  6.9030E-01  6.9142E-01  5.2707E+00  1.6437E+05  2.3381E-18  3.4222E-15  7.4466E-27  6.1224E+06  6.1489E+01  2.8431E-09  5.4678E-18  6.2465E-11  1.2533E+03  8.2406E-04  9.4337E-02  5.2171E-08  6.2170E-17  9.8246E-08  1.5369E+02  1.9986E-02  2.6199E+00  2.6226E+06  3.2081E-39  3.4607E+11  2.0861E+07  4.3930E-08  3.1142E+05  4.1549E+02  3.3024E-55  8.3777E-61  6.7008E-53  4.1854E-15  3.6775E-01  5.1037E+00  4.3764E-22  1.4678E-32  2.4044E-03  2.2443E-21  4.5663E-29  1.1005E-26  1.9199E-13  1.6446E-28  9.7835E-06  4.1466E+03  7.8966E+01  6.3318E-03  2.0973E+03  1.4211E-09  1.5653E+00  3.4999E-13  2.0563E-92  2.5817E-98  2.7874E-89  8.0059-180  1.7847E-89  1.1640E-89  4.6197E-89  4.2814-175  6.1671E-88
  1.9368E+06  5.9755E-02  1.0310E+03  7.1710E+11  3.9551E+00  2.3116E-02  5.9674E-35  1.0839E-75  2.3392E-01  1.7836E+00  1.8092E-02  1.1910E-02  7.2745E-01  7.2878E-01  5.5544E+00  1.6777E+05  2.5953E-18  3.7982E-15  7.7388E-27  6.3568E+06  6.2613E+01  2.9465E-09  5.7669E-18  6.6994E-11  1.3013E+03  8.4140E-04  9.6081E-02  5.4067E-08  6.5569E-17  1.0536E-07  1.5420E+02  2.0101E-02  2.6282E+00  2.7220E+06  3.2763E-39  3.5841E+11  2.1605E+07  4.3992E-08  3.1312E+05  4.3137E+02  3.3740E-55  8.4158E-61  6.6134E-53  4.4146E-15  3.7499E-01  5.2028E+00  4.6242E-22  1.6059E-32  2.4578E-03  2.2525E-21  4.5117E-29  1.1223E-26  1.9568E-13  1.8598E-28  9.9663E-06  4.3689E+03  8.4637E+01  6.5595E-03  2.1773E+03  1.5241E-09  1.6507E+00  3.6337E-13  2.1657E-92  2.6732E-98  2.9347E-89  8.4106-180  1.8766E-89  1.2238E-89  4.8572E-89  4.5692-175  6.3751E-88
  2.0104E+06  6.1885E-02  1.0311E+03  7.4268E+11  4.1074E+00  2.4060E-02  7.1020E-35  1.2948E-75  2.5076E-01  1.8477E+00  1.9072E-02  1.2554E-02  7.6660E-01  7.6816E-01  5.8533E+00  1.7124E+05  2.8808E-18  4.2156E-15  8.0418E-27  6.5997E+06  6.3758E+01  3.0537E-09  6.0822E-18  7.1851E-11  1.3510E+03  8.5904E-04  9.7857E-02  5.6032E-08  6.9153E-17  1.1299E-07  1.5470E+02  2.0214E-02  2.6365E+00  2.8251E+06  3.3442E-39  3.7119E+11  2.2375E+07  4.4054E-08  3.1478E+05  4.4783E+02  3.4471E-55  8.4542E-61  6.5271E-53  4.6563E-15  3.8240E-01  5.3042E+00  4.8865E-22  1.7572E-32  2.5125E-03  2.2610E-21  4.4575E-29  1.1445E-26  1.9944E-13  2.1031E-28  1.0152E-05  4.6031E+03  9.0715E+01  6.7953E-03  2.2601E+03  1.6345E-09  1.7408E+00  3.7728E-13  2.2809E-92  2.7678E-98  3.0897E-89  8.8355-180  1.9731E-89  1.2867E-89  5.1068E-89  4.8762-175  6.5900E-88
  2.0840E+06  6.4090E-02  1.0311E+03  7.6917E+11  4.2653E+00  2.5039E-02  8.4522E-35  1.5468E-75  2.6881E-01  1.9141E+00  2.0105E-02  1.3233E-02  8.0785E-01  8.0966E-01  6.1682E+00  1.7476E+05  3.1977E-18  4.6788E-15  8.3562E-27  6.8515E+06  6.4924E+01  3.1647E-09  6.4148E-18  7.7060E-11  1.4026E+03  8.7700E-04  9.9666E-02  5.8067E-08  7.2934E-17  1.2117E-07  1.5519E+02  2.0324E-02  2.6445E+00  2.9318E+06  3.4118E-39  3.8443E+11  2.3173E+07  4.4115E-08  3.1641E+05  4.6489E+02  3.5218E-55  8.4927E-61  6.4420E-53  4.9113E-15  3.8999E-01  5.4080E+00  5.1641E-22  1.9229E-32  2.5685E-03  2.2696E-21  4.4036E-29  1.1672E-26  2.0328E-13  2.3783E-28  1.0342E-05  4.8499E+03  9.7229E+01  7.0397E-03  2.3460E+03  1.7529E-09  1.8358E+00  3.9176E-13  2.4022E-92  2.8658E-98  3.2529E-89  9.2815-180  2.0745E-89  1.3528E-89  5.3690E-89  5.2035-175  6.8119E-88
  2.1576E+06  6.6375E-02  1.0311E+03  7.9660E+11  4.4290E+00  2.6054E-02  1.0059E-34  1.8478E-75  2.8817E-01  1.9828E+00  2.1194E-02  1.3949E-02  8.5133E-01  8.5341E-01  6.5002E+00  1.7834E+05  3.5494E-18  5.1929E-15  8.6823E-27  7.1124E+06  6.6111E+01  3.2798E-09  6.7656E-18  8.2647E-11  1.4561E+03  8.9528E-04  1.0151E-01  6.0177E-08  7.6921E-17  1.2994E-07  1.5567E+02  2.0433E-02  2.6524E+00  3.0424E+06  3.4790E-39  3.9814E+11  2.4000E+07  4.4177E-08  3.1801E+05  4.8257E+02  3.5982E-55  8.5314E-61  6.3579E-53  5.1803E-15  3.9776E-01  5.5142E+00  5.4578E-22  2.1044E-32  2.6257E-03  2.2784E-21  4.3502E-29  1.1904E-26  2.0719E-13  2.6895E-28  1.0535E-05  5.1099E+03  1.0421E+02  7.2928E-03  2.4350E+03  1.8798E-09  1.9359E+00  4.0682E-13  2.5298E-92  2.9672E-98  3.4247E-89  9.7495-180  2.1810E-89  1.4222E-89  5.6446E-89  5.5524-175  7.0411E-88
  2.2312E+06  6.8752E-02  1.0311E+03  8.2514E+11  4.5997E+00  2.7113E-02  1.1979E-34  2.2101E-75  3.0898E-01  2.0545E+00  2.2348E-02  1.4707E-02  8.9733E-01  8.9974E-01  6.8514E+00  1.8202E+05  3.9412E-18  5.7654E-15  9.0231E-27  7.3841E+06  6.7332E+01  3.3999E-09  7.1380E-18  8.8665E-11  1.5118E+03  9.1407E-04  1.0341E-01  6.2379E-08  8.1152E-17  1.3938E-07  1.5617E+02  2.0542E-02  2.6605E+00  3.1575E+06  3.5465E-39  4.1241E+11  2.4860E+07  4.4247E-08  3.1960E+05  5.0097E+02  3.6787E-55  8.5763E-61  6.2787E-53  5.4659E-15  4.0582E-01  5.6242E+00  5.7717E-22  2.3047E-32  2.6850E-03  2.2885E-21  4.2988E-29  1.2145E-26  2.1124E-13  3.0433E-28  1.0735E-05  5.3848E+03  1.1171E+02  7.5565E-03  2.5277E+03  2.0166E-09  2.0423E+00  4.2267E-13  2.6649E-92  3.0728E-98  3.6061E-89  1.0242-179  2.2934E-89  1.4954E-89  5.9350E-89  5.9251-175  7.2789E-88
  2.3048E+06  7.1228E-02  1.0312E+03  8.5488E+11  4.7780E+00  2.8218E-02  1.4276E-34  2.6474E-75  3.3138E-01  2.1292E+00  2.3573E-02  1.5511E-02  9.4606E-01  9.4888E-01  7.2234E+00  1.8579E+05  4.3780E-18  6.4035E-15  9.3798E-27  7.6672E+06  6.8589E+01  3.5255E-09  7.5339E-18  9.5157E-11  1.5698E+03  9.3344E-04  1.0537E-01  6.4682E-08  8.5652E-17  1.4957E-07  1.5667E+02  2.0652E-02  2.6687E+00  3.2775E+06  3.6145E-39  4.2727E+11  2.5756E+07  4.4329E-08  3.2119E+05  5.2014E+02  3.7643E-55  8.6289E-61  6.2050E-53  5.7698E-15  4.1422E-01  5.7384E+00  6.1082E-22  2.5263E-32  2.7467E-03  2.3001E-21  4.2497E-29  1.2399E-26  2.1545E-13  3.4462E-28  1.0941E-05  5.6758E+03  1.1979E+02  7.8317E-03  2.6241E+03  2.1642E-09  2.1553E+00  4.3941E-13  2.8079E-92  3.1830E-98  3.7979E-89  1.0761-179  2.4119E-89  1.5726E-89  6.2415E-89  6.3235-175  7.5260E-88
