 Teff =  2300.00  logg =  4.50  mixLengthPara =  2.00  Abschluss =  8  beta =  2.20  pconv[bar] =  0.29
           6           7
 
           z           T        n<H>         rho           p        wmix        tau n_H         n_Mg        n_Fe        n_Al        n_Ti        n_TIO       n_TIO2      n_TIS       n_SIO       n_SIO2      n_SIS       n_H2O       n_H2        n_H2S       n_MGO       n_MGOH      n_MG(OH)2   n_FEO       n_FES       n_FE(OH)2   n_ALOH      n_ALH       n_AL2O      n_ALS       n_ALO2H              pel
  2.6646E+07  1.7021E+03  1.8647E+17  4.2226E-07  2.5600E+04  1.4026E-06  0.0000E+00  9.5835E+13  6.2991E+12  5.2355E+12  9.7874E+09  6.5359E+06  6.7537E+08  5.5219E+07  9.2215E+06  5.5910E+12  4.0126E+06  4.4243E+11  3.3193E+13  9.3151E+16  1.9246E+12  2.4863E+07  5.5129E+09  4.9028E+05  1.6732E+07  5.8910E+07  3.8722E+05  1.0030E+10  7.4170E+08  1.1018E+08  2.0737E+08  2.1656E+07  2.1329E-04
  2.6664E+07  1.7042E+03  1.8825E+17  4.2630E-07  2.5877E+04  1.4362E-06  0.0000E+00  9.8149E+13  6.3592E+12  5.2848E+12  1.0421E+10  7.0583E+06  7.1837E+08  5.8177E+07  9.8126E+06  5.6453E+12  4.0702E+06  4.4582E+11  3.3510E+13  9.4041E+16  1.9418E+12  2.5330E+07  5.5382E+09  4.9111E+05  1.7006E+07  5.9335E+07  3.8716E+05  1.0493E+10  7.8916E+08  1.1931E+08  2.1868E+08  2.2611E+07  2.1888E-04
  2.6683E+07  1.7063E+03  1.9005E+17  4.3037E-07  2.6157E+04  1.4706E-06  0.0000E+00  1.0051E+14  6.4200E+12  5.3347E+12  1.1095E+10  7.6220E+06  7.6410E+08  6.1295E+07  1.0441E+07  5.7002E+12  4.1287E+06  4.4924E+11  3.3831E+13  9.4940E+16  1.9593E+12  2.5806E+07  5.5638E+09  4.9198E+05  1.7285E+07  5.9764E+07  3.8713E+05  1.0979E+10  8.3964E+08  1.2920E+08  2.3060E+08  2.3610E+07  2.2462E-04
  2.6701E+07  1.7084E+03  1.9187E+17  4.3449E-07  2.6440E+04  1.5058E-06  0.0000E+00  1.0293E+14  6.4813E+12  5.3852E+12  1.1812E+10  8.2303E+06  8.1274E+08  6.4580E+07  1.1110E+07  5.7555E+12  4.1879E+06  4.5268E+11  3.4155E+13  9.5847E+16  1.9768E+12  2.6290E+07  5.5896E+09  4.9287E+05  1.7568E+07  6.0197E+07  3.8713E+05  1.1487E+10  8.9335E+08  1.3993E+08  2.4317E+08  2.4654E+07  2.3049E-04
  2.6720E+07  1.7105E+03  1.9371E+17  4.3864E-07  2.6726E+04  1.5419E-06  0.0000E+00  1.0540E+14  6.5432E+12  5.4363E+12  1.2576E+10  8.8865E+06  8.6443E+08  6.8042E+07  1.1821E+07  5.8115E+12  4.2479E+06  4.5615E+11  3.4482E+13  9.6763E+16  1.9946E+12  2.6783E+07  5.6157E+09  4.9379E+05  1.7856E+07  6.0635E+07  3.8716E+05  1.2020E+10  9.5048E+08  1.5155E+08  2.5642E+08  2.5745E+07  2.3651E-04
  2.6738E+07  1.7126E+03  1.9556E+17  4.4284E-07  2.7015E+04  1.5788E-06  0.0000E+00  1.0792E+14  6.6057E+12  5.4880E+12  1.3388E+10  9.5942E+06  9.1938E+08  7.1687E+07  1.2577E+07  5.8679E+12  4.3088E+06  4.5965E+11  3.4813E+13  9.7688E+16  2.0124E+12  2.7285E+07  5.6421E+09  4.9473E+05  1.8148E+07  6.1076E+07  3.8722E+05  1.2577E+10  1.0112E+09  1.6414E+08  2.7039E+08  2.6885E+07  2.4267E-04
  2.6756E+07  1.7147E+03  1.9743E+17  4.4708E-07  2.7307E+04  1.6166E-06  0.0000E+00  1.1050E+14  6.6688E+12  5.5402E+12  1.4253E+10  1.0357E+07  9.7777E+08  7.5526E+07  1.3380E+07  5.9249E+12  4.3706E+06  4.6316E+11  3.5146E+13  9.8621E+16  2.0304E+12  2.7795E+07  5.6687E+09  4.9570E+05  1.8446E+07  6.1522E+07  3.8731E+05  1.3160E+10  1.0758E+09  1.7779E+08  2.8511E+08  2.8076E+07  2.4898E-04
  2.6775E+07  1.7168E+03  1.9932E+17  4.5135E-07  2.7602E+04  1.6553E-06  0.0000E+00  1.1314E+14  6.7325E+12  5.5930E+12  1.5172E+10  1.1180E+07  1.0398E+09  7.9568E+07  1.4233E+07  5.9825E+12  4.4331E+06  4.6670E+11  3.5483E+13  9.9564E+16  2.0486E+12  2.8314E+07  5.6957E+09  4.9670E+05  1.8748E+07  6.1971E+07  3.8743E+05  1.3771E+10  1.1445E+09  1.9258E+08  3.0062E+08  2.9321E+07  2.5545E-04
  2.6793E+07  1.7189E+03  2.0122E+17  4.5567E-07  2.7901E+04  1.6949E-06  0.0000E+00  1.1583E+14  6.7969E+12  5.6464E+12  1.6150E+10  1.2067E+07  1.1057E+09  8.3822E+07  1.5140E+07  6.0406E+12  4.4966E+06  4.7027E+11  3.5823E+13  1.0052E+17  2.0669E+12  2.8843E+07  5.7229E+09  4.9772E+05  1.9056E+07  6.2425E+07  3.8757E+05  1.4410E+10  1.2176E+09  2.0860E+08  3.1697E+08  3.0621E+07  2.6207E-04
  2.6812E+07  1.7210E+03  2.0315E+17  4.6003E-07  2.8203E+04  1.7355E-06  0.0000E+00  1.1858E+14  6.8618E+12  5.7004E+12  1.7190E+10  1.3022E+07  1.1757E+09  8.8298E+07  1.6103E+07  6.0993E+12  4.5609E+06  4.7386E+11  3.6167E+13  1.0148E+17  2.0854E+12  2.9381E+07  5.7504E+09  4.9878E+05  1.9368E+07  6.2882E+07  3.8773E+05  1.5078E+10  1.2952E+09  2.2595E+08  3.3419E+08  3.1979E+07  2.6885E-04
  2.6830E+07  1.7228E+03  2.0503E+17  4.6428E-07  2.8494E+04  1.7752E-06  0.0000E+00  1.2109E+14  6.9250E+12  5.7392E+12  1.8155E+10  1.3919E+07  1.2405E+09  9.2416E+07  1.6996E+07  6.1566E+12  4.6220E+06  4.7748E+11  3.6502E+13  1.0241E+17  2.1036E+12  2.9884E+07  5.7824E+09  5.0061E+05  1.9615E+07  6.3191E+07  3.8766E+05  1.5697E+10  1.3679E+09  2.4237E+08  3.5006E+08  3.3236E+07  2.7502E-04
  2.6848E+07  1.7246E+03  2.0692E+17  4.6857E-07  2.8787E+04  1.8156E-06  0.0000E+00  1.2361E+14  6.9889E+12  5.7873E+12  1.9156E+10  1.4861E+07  1.3077E+09  9.6643E+07  1.7921E+07  6.2142E+12  4.6834E+06  4.8111E+11  3.6840E+13  1.0336E+17  2.1220E+12  3.0393E+07  5.8152E+09  5.0255E+05  1.9894E+07  6.3600E+07  3.8827E+05  1.6331E+10  1.4434E+09  2.5965E+08  3.6639E+08  3.4520E+07  2.8126E-04
  2.6867E+07  1.7264E+03  2.0883E+17  4.7290E-07  2.9083E+04  1.8570E-06  0.0000E+00  1.2619E+14  7.0533E+12  5.8396E+12  2.0210E+10  1.5863E+07  1.3782E+09  1.0105E+08  1.8894E+07  6.2724E+12  4.7457E+06  4.8477E+11  3.7181E+13  1.0431E+17  2.1405E+12  3.0910E+07  5.8482E+09  5.0451E+05  2.0190E+07  6.4055E+07  3.8916E+05  1.6989E+10  1.5228E+09  2.7810E+08  3.8343E+08  3.5850E+07  2.8763E-04
  2.6885E+07  1.7283E+03  2.1076E+17  4.7726E-07  2.9382E+04  1.8993E-06  0.0000E+00  1.2881E+14  7.1184E+12  5.8937E+12  2.1320E+10  1.6930E+07  1.4524E+09  1.0564E+08  1.9916E+07  6.3311E+12  4.8088E+06  4.8846E+11  3.7526E+13  1.0527E+17  2.1592E+12  3.1435E+07  5.8817E+09  5.0651E+05  2.0495E+07  6.4528E+07  3.9015E+05  1.7672E+10  1.6065E+09  2.9784E+08  4.0123E+08  3.7230E+07  2.9414E-04
  2.6904E+07  1.7301E+03  2.1270E+17  4.8167E-07  2.9685E+04  1.9425E-06  0.0000E+00  1.3149E+14  7.1840E+12  5.9487E+12  2.2489E+10  1.8067E+07  1.5305E+09  1.1044E+08  2.0991E+07  6.3903E+12  4.8726E+06  4.9217E+11  3.7873E+13  1.0625E+17  2.1780E+12  3.1969E+07  5.9153E+09  5.0853E+05  2.0806E+07  6.5009E+07  3.9119E+05  1.8383E+10  1.6947E+09  3.1897E+08  4.1984E+08  3.8663E+07  3.0078E-04
  2.6922E+07  1.7319E+03  2.1467E+17  4.8611E-07  2.9990E+04  1.9867E-06  0.0000E+00  1.3421E+14  7.2503E+12  6.0045E+12  2.3721E+10  1.9278E+07  1.6125E+09  1.1544E+08  2.2123E+07  6.4501E+12  4.9374E+06  4.9591E+11  3.8224E+13  1.0723E+17  2.1970E+12  3.2511E+07  5.9494E+09  5.1058E+05  2.1122E+07  6.5494E+07  3.9226E+05  1.9121E+10  1.7876E+09  3.4159E+08  4.3929E+08  4.0151E+07  3.0756E-04
  2.6940E+07  1.7337E+03  2.1665E+17  4.9060E-07  3.0299E+04  2.0320E-06  0.0000E+00  1.3699E+14  7.3171E+12  6.0608E+12  2.5020E+10  2.0568E+07  1.6989E+09  1.2067E+08  2.3313E+07  6.5105E+12  5.0029E+06  4.9967E+11  3.8578E+13  1.0821E+17  2.2162E+12  3.3062E+07  5.9837E+09  5.1265E+05  2.1443E+07  6.5984E+07  3.9336E+05  1.9890E+10  1.8856E+09  3.6580E+08  4.5962E+08  4.1695E+07  3.1449E-04
  2.6959E+07  1.7355E+03  2.1865E+17  4.9513E-07  3.0610E+04  2.0783E-06  0.0000E+00  1.3982E+14  7.3847E+12  6.1176E+12  2.6388E+10  2.1940E+07  1.7897E+09  1.2612E+08  2.4564E+07  6.5714E+12  5.0693E+06  5.0346E+11  3.8936E+13  1.0921E+17  2.2355E+12  3.3623E+07  6.0184E+09  5.1476E+05  2.1768E+07  6.6478E+07  3.9447E+05  2.0688E+10  1.9888E+09  3.9170E+08  4.8087E+08  4.3298E+07  3.2156E-04
  2.6977E+07  1.7373E+03  2.2067E+17  4.9970E-07  3.0925E+04  2.1256E-06  0.0000E+00  1.4271E+14  7.4527E+12  6.1750E+12  2.7828E+10  2.3402E+07  1.8851E+09  1.3180E+08  2.5880E+07  6.6329E+12  5.1365E+06  5.0728E+11  3.9297E+13  1.1022E+17  2.2549E+12  3.4192E+07  6.0533E+09  5.1689E+05  2.2099E+07  6.6975E+07  3.9560E+05  2.1518E+10  2.0976E+09  4.1943E+08  5.0307E+08  4.4963E+07  3.2878E-04
  2.6996E+07  1.7391E+03  2.2270E+17  5.0431E-07  3.1243E+04  2.1740E-06  0.0000E+00  1.4565E+14  7.5215E+12  6.2329E+12  2.9346E+10  2.4958E+07  1.9854E+09  1.3773E+08  2.7263E+07  6.6950E+12  5.2047E+06  5.1113E+11  3.9662E+13  1.1124E+17  2.2746E+12  3.4770E+07  6.0887E+09  5.1905E+05  2.2434E+07  6.7476E+07  3.9675E+05  2.2381E+10  2.2121E+09  4.4909E+08  5.2627E+08  4.6690E+07  3.3615E-04
  2.7014E+07  1.7409E+03  2.2476E+17  5.0897E-07  3.1565E+04  2.2235E-06  0.0000E+00  1.4864E+14  7.5908E+12  6.2913E+12  3.0944E+10  2.6613E+07  2.0909E+09  1.4391E+08  2.8717E+07  6.7576E+12  5.2737E+06  5.1500E+11  4.0029E+13  1.1226E+17  2.2944E+12  3.5358E+07  6.1243E+09  5.2124E+05  2.2773E+07  6.7980E+07  3.9792E+05  2.3278E+10  2.3329E+09  4.8082E+08  5.5051E+08  4.8483E+07  3.4368E-04
  2.7032E+07  1.7428E+03  2.2683E+17  5.1367E-07  3.1889E+04  2.2741E-06  0.0000E+00  1.5169E+14  7.6609E+12  6.3503E+12  3.2627E+10  2.8374E+07  2.2016E+09  1.5036E+08  3.0244E+07  6.8209E+12  5.3436E+06  5.1890E+11  4.0401E+13  1.1330E+17  2.3143E+12  3.5955E+07  6.1603E+09  5.2346E+05  2.3118E+07  6.8488E+07  3.9911E+05  2.4210E+10  2.4600E+09  5.1477E+08  5.7584E+08  5.0344E+07  3.5136E-04
  2.7051E+07  1.7446E+03  2.2893E+17  5.1841E-07  3.2217E+04  2.3259E-06  0.0000E+00  1.5480E+14  7.7315E+12  6.4098E+12  3.4399E+10  3.0248E+07  2.3180E+09  1.5708E+08  3.1849E+07  6.8847E+12  5.4144E+06  5.2283E+11  4.0776E+13  1.1434E+17  2.3344E+12  3.6562E+07  6.1966E+09  5.2570E+05  2.3468E+07  6.9000E+07  4.0032E+05  2.5179E+10  2.5939E+09  5.5108E+08  6.0229E+08  5.2274E+07  3.5920E-04
  2.7069E+07  1.7464E+03  2.3104E+17  5.2319E-07  3.2549E+04  2.3789E-06  0.0000E+00  1.5797E+14  7.8028E+12  6.4699E+12  3.6264E+10  3.2240E+07  2.4403E+09  1.6409E+08  3.3535E+07  6.9492E+12  5.4861E+06  5.2679E+11  4.1155E+13  1.1540E+17  2.3547E+12  3.7179E+07  6.2333E+09  5.2798E+05  2.3823E+07  6.9515E+07  4.0155E+05  2.6186E+10  2.7349E+09  5.8990E+08  6.2991E+08  5.4278E+07  3.6720E-04
  2.7088E+07  1.7482E+03  2.3318E+17  5.2802E-07  3.2884E+04  2.4330E-06  0.0000E+00  1.6120E+14  7.8747E+12  6.5306E+12  3.8228E+10  3.4359E+07  2.5687E+09  1.7139E+08  3.5305E+07  7.0142E+12  5.5587E+06  5.3077E+11  4.1537E+13  1.1646E+17  2.3752E+12  3.7805E+07  6.2702E+09  5.3028E+05  2.4183E+07  7.0034E+07  4.0280E+05  2.7232E+10  2.8834E+09  6.3142E+08  6.5877E+08  5.6356E+07  3.7537E-04
  2.7106E+07  1.7500E+03  2.3533E+17  5.3290E-07  3.3222E+04  2.4884E-06  0.0000E+00  1.6448E+14  7.9474E+12  6.5918E+12  4.0294E+10  3.6611E+07  2.7035E+09  1.7899E+08  3.7163E+07  7.0798E+12  5.6324E+06  5.3479E+11  4.1923E+13  1.1754E+17  2.3958E+12  3.8442E+07  6.3076E+09  5.3263E+05  2.4548E+07  7.0556E+07  4.0407E+05  2.8318E+10  3.0397E+09  6.7581E+08  6.8889E+08  5.8513E+07  3.8372E-04
  2.7124E+07  1.7518E+03  2.3750E+17  5.3782E-07  3.3564E+04  2.5451E-06  0.0000E+00  1.6783E+14  8.0206E+12  6.6536E+12  4.2469E+10  3.9004E+07  2.8450E+09  1.8692E+08  3.9115E+07  7.1461E+12  5.7069E+06  5.3883E+11  4.2313E+13  1.1862E+17  2.4166E+12  3.9088E+07  6.3453E+09  5.3499E+05  2.4919E+07  7.1083E+07  4.0536E+05  2.9447E+10  3.2043E+09  7.2326E+08  7.2035E+08  6.0750E+07  3.9223E-04
  2.7143E+07  1.7536E+03  2.3969E+17  5.4278E-07  3.3909E+04  2.6031E-06  0.0000E+00  1.7125E+14  8.0946E+12  6.7160E+12  4.4758E+10  4.1547E+07  2.9935E+09  1.9517E+08  4.1162E+07  7.2130E+12  5.7824E+06  5.4290E+11  4.2706E+13  1.1972E+17  2.4376E+12  3.9746E+07  6.3834E+09  5.3739E+05  2.5295E+07  7.1613E+07  4.0668E+05  3.0620E+10  3.3775E+09  7.7398E+08  7.5318E+08  6.3071E+07  4.0092E-04
  2.7161E+07  1.7554E+03  2.4191E+17  5.4779E-07  3.4258E+04  2.6623E-06  0.0000E+00  1.7472E+14  8.1692E+12  6.7790E+12  4.7166E+10  4.4249E+07  3.1494E+09  2.0376E+08  4.3311E+07  7.2804E+12  5.8589E+06  5.4699E+11  4.3103E+13  1.2082E+17  2.4588E+12  4.0413E+07  6.4217E+09  5.3982E+05  2.5677E+07  7.2147E+07  4.0801E+05  3.1838E+10  3.5599E+09  8.2819E+08  7.8747E+08  6.5478E+07  4.0979E-04
  2.7180E+07  1.7573E+03  2.4414E+17  5.5285E-07  3.4610E+04  2.7230E-06  0.0000E+00  1.7826E+14  8.2446E+12  6.8425E+12  4.9699E+10  4.7119E+07  3.3129E+09  2.1271E+08  4.5565E+07  7.3486E+12  5.9364E+06  5.5112E+11  4.3505E+13  1.2193E+17  2.4801E+12  4.1092E+07  6.4606E+09  5.4229E+05  2.6064E+07  7.2685E+07  4.0937E+05  3.3103E+10  3.7518E+09  8.8611E+08  8.2324E+08  6.7975E+07  4.1884E-04
  2.7198E+07  1.7588E+03  2.4631E+17  5.5776E-07  3.4949E+04  2.7820E-06  0.0000E+00  1.8147E+14  8.3183E+12  6.8928E+12  5.2012E+10  4.9756E+07  3.4615E+09  2.2078E+08  4.7614E+07  7.4151E+12  6.0102E+06  5.5525E+11  4.3895E+13  1.2302E+17  2.5010E+12  4.1730E+07  6.5035E+09  5.4545E+05  2.6384E+07  7.3101E+07  4.1061E+05  3.4260E+10  3.9287E+09  9.3983E+08  8.5571E+08  7.0258E+07  4.2705E-04
  2.7216E+07  1.7604E+03  2.4848E+17  5.6269E-07  3.5289E+04  2.8418E-06  0.0000E+00  1.8468E+14  8.3911E+12  6.9525E+12  5.4371E+10  5.2467E+07  3.6124E+09  2.2892E+08  4.9699E+07  7.4811E+12  6.0832E+06  5.5937E+11  4.4285E+13  1.2410E+17  2.5221E+12  4.2362E+07  6.5461E+09  5.4861E+05  2.6740E+07  7.3619E+07  4.1247E+05  3.5428E+10  4.1096E+09  9.9526E+08  8.8860E+08  7.2557E+07  4.3525E-04
  2.7235E+07  1.7619E+03  2.5068E+17  5.6766E-07  3.5632E+04  2.9030E-06  0.0000E+00  1.8793E+14  8.4651E+12  7.0147E+12  5.6830E+10  5.5315E+07  3.7694E+09  2.3733E+08  5.1865E+07  7.5479E+12  6.1576E+06  5.6353E+11  4.4679E+13  1.2520E+17  2.5433E+12  4.3007E+07  6.5897E+09  5.5186E+05  2.7108E+07  7.4161E+07  4.1448E+05  3.6633E+10  4.2983E+09  1.0538E+09  9.2266E+08  7.4929E+07  4.4360E-04
  2.7253E+07  1.7635E+03  2.5290E+17  5.7268E-07  3.5979E+04  2.9654E-06  0.0000E+00  1.9124E+14  8.5399E+12  7.0777E+12  5.9395E+10  5.8310E+07  3.9327E+09  2.4602E+08  5.4119E+07  7.6154E+12  6.2328E+06  5.6773E+11  4.5078E+13  1.2630E+17  2.5647E+12  4.3662E+07  6.6337E+09  5.5516E+05  2.7482E+07  7.4710E+07  4.1654E+05  3.7878E+10  4.4954E+09  1.1157E+09  9.5796E+08  7.7375E+07  4.5211E-04
  2.7272E+07  1.7650E+03  2.5513E+17  5.7774E-07  3.6328E+04  3.0292E-06  0.0000E+00  1.9461E+14  8.6152E+12  7.1414E+12  6.2073E+10  6.1459E+07  4.1027E+09  2.5501E+08  5.6466E+07  7.6835E+12  6.3089E+06  5.7195E+11  4.5479E+13  1.2742E+17  2.5863E+12  4.4326E+07  6.6781E+09  5.5849E+05  2.7861E+07  7.5264E+07  4.1862E+05  3.9164E+10  4.7013E+09  1.1811E+09  9.9455E+08  7.9899E+07  4.6076E-04
  2.7290E+07  1.7665E+03  2.5738E+17  5.8285E-07  3.6682E+04  3.0944E-06  0.0000E+00  1.9802E+14  8.6913E+12  7.2056E+12  6.4868E+10  6.4770E+07  4.2795E+09  2.6430E+08  5.8906E+07  7.7522E+12  6.3860E+06  5.7620E+11  4.5885E+13  1.2854E+17  2.6080E+12  4.5000E+07  6.7229E+09  5.6186E+05  2.8246E+07  7.5822E+07  4.2072E+05  4.0492E+10  4.9163E+09  1.2503E+09  1.0325E+09  8.2503E+07  4.6957E-04
  2.7308E+07  1.7681E+03  2.5966E+17  5.8800E-07  3.7038E+04  3.1610E-06  0.0000E+00  2.0150E+14  8.7680E+12  7.2704E+12  6.7783E+10  6.8250E+07  4.4636E+09  2.7391E+08  6.1446E+07  7.8215E+12  6.4640E+06  5.8049E+11  4.6294E+13  1.2968E+17  2.6300E+12  4.5684E+07  6.7681E+09  5.6526E+05  2.8636E+07  7.6384E+07  4.2285E+05  4.1864E+10  5.1409E+09  1.3234E+09  1.0718E+09  8.5190E+07  4.7854E-04
  2.7327E+07  1.7696E+03  2.6195E+17  5.9319E-07  3.7398E+04  3.2290E-06  0.0000E+00  2.0503E+14  8.8454E+12  7.3358E+12  7.0826E+10  7.1908E+07  4.6549E+09  2.8383E+08  6.4087E+07  7.8915E+12  6.5430E+06  5.8480E+11  4.6707E+13  1.3082E+17  2.6521E+12  4.6379E+07  6.8137E+09  5.6870E+05  2.9031E+07  7.6950E+07  4.2500E+05  4.3281E+10  5.3754E+09  1.4007E+09  1.1126E+09  8.7961E+07  4.8767E-04
  2.7345E+07  1.7712E+03  2.6427E+17  5.9843E-07  3.7762E+04  3.2985E-06  0.0000E+00  2.0861E+14  8.9234E+12  7.4018E+12  7.3999E+10  7.5752E+07  4.8540E+09  2.9409E+08  6.6834E+07  7.9620E+12  6.6228E+06  5.8914E+11  4.7124E+13  1.3198E+17  2.6744E+12  4.7083E+07  6.8597E+09  5.7217E+05  2.9431E+07  7.7520E+07  4.2717E+05  4.4744E+10  5.6203E+09  1.4825E+09  1.1548E+09  9.0820E+07  4.9696E-04
  2.7364E+07  1.7727E+03  2.6660E+17  6.0372E-07  3.8129E+04  3.3695E-06  0.0000E+00  2.1226E+14  9.0022E+12  7.4683E+12  7.7310E+10  7.9790E+07  5.0610E+09  3.0469E+08  6.9690E+07  8.0332E+12  6.7037E+06  5.9352E+11  4.7545E+13  1.3314E+17  2.6969E+12  4.7797E+07  6.9062E+09  5.7569E+05  2.9836E+07  7.8094E+07  4.2937E+05  4.6255E+10  5.8760E+09  1.5689E+09  1.1986E+09  9.3769E+07  5.0642E-04
  2.7382E+07  1.7742E+03  2.6896E+17  6.0906E-07  3.8500E+04  3.4420E-06  0.0000E+00  2.1596E+14  9.0816E+12  7.5355E+12  8.0764E+10  8.4032E+07  5.2762E+09  3.1564E+08  7.2659E+07  8.1051E+12  6.7855E+06  5.9792E+11  4.7970E+13  1.3432E+17  2.7195E+12  4.8522E+07  6.9530E+09  5.7924E+05  3.0247E+07  7.8672E+07  4.3160E+05  4.7815E+10  6.1429E+09  1.6601E+09  1.2440E+09  9.6811E+07  5.1605E-04
  2.7401E+07  1.7758E+03  2.7134E+17  6.1444E-07  3.8874E+04  3.5160E-06  0.0000E+00  2.1972E+14  9.1618E+12  7.6032E+12  8.4366E+10  8.8487E+07  5.4998E+09  3.2694E+08  7.5744E+07  8.1775E+12  6.8684E+06  6.0236E+11  4.8399E+13  1.3551E+17  2.7424E+12  4.9258E+07  7.0003E+09  5.8284E+05  3.0664E+07  7.9255E+07  4.3384E+05  4.9426E+10  6.4215E+09  1.7566E+09  1.2910E+09  9.9948E+07  5.2585E-04
  2.7419E+07  1.7773E+03  2.7373E+17  6.1987E-07  3.9252E+04  3.5917E-06  0.0000E+00  2.2355E+14  9.2426E+12  7.6716E+12  8.8123E+10  9.3165E+07  5.7323E+09  3.3862E+08  7.8951E+07  8.2506E+12  6.9522E+06  6.0682E+11  4.8831E+13  1.3670E+17  2.7654E+12  5.0005E+07  7.0480E+09  5.8646E+05  3.1086E+07  7.9841E+07  4.3612E+05  5.1089E+10  6.7124E+09  1.8585E+09  1.3397E+09  1.0318E+08  5.3582E-04
  2.7437E+07  1.7789E+03  2.7615E+17  6.2535E-07  3.9634E+04  3.6689E-06  0.0000E+00  2.2743E+14  9.3242E+12  7.7405E+12  9.2040E+10  9.8076E+07  5.9739E+09  3.5068E+08  8.2283E+07  8.3244E+12  7.0371E+06  6.1132E+11  4.9268E+13  1.3791E+17  2.7886E+12  5.0762E+07  7.0962E+09  5.9014E+05  3.1513E+07  8.0432E+07  4.3841E+05  5.2806E+10  7.0160E+09  1.9662E+09  1.3901E+09  1.0652E+08  5.4598E-04
  2.7456E+07  1.7804E+03  2.7859E+17  6.3087E-07  4.0019E+04  3.7479E-06  0.0000E+00  2.3138E+14  9.4065E+12  7.8101E+12  9.6125E+10  1.0323E+08  6.2248E+09  3.6312E+08  8.5743E+07  8.3989E+12  7.1230E+06  6.1584E+11  4.9709E+13  1.3913E+17  2.8121E+12  5.1531E+07  7.1448E+09  5.9385E+05  3.1947E+07  8.1027E+07  4.4074E+05  5.4578E+10  7.3329E+09  2.0799E+09  1.4424E+09  1.0996E+08  5.5631E-04
  2.7474E+07  1.7819E+03  2.8105E+17  6.3645E-07  4.0409E+04  3.8285E-06  0.0000E+00  2.3539E+14  9.4895E+12  7.8803E+12  1.0038E+11  1.0864E+08  6.4855E+09  3.7596E+08  8.9337E+07  8.4740E+12  7.2099E+06  6.2040E+11  5.0154E+13  1.4036E+17  2.8357E+12  5.2311E+07  7.1939E+09  5.9760E+05  3.2386E+07  8.1627E+07  4.4309E+05  5.6408E+10  7.6636E+09  2.2000E+09  1.4966E+09  1.1351E+08  5.6682E-04
  2.7493E+07  1.7835E+03  2.8354E+17  6.4207E-07  4.0801E+04  3.9109E-06  0.0000E+00  2.3947E+14  9.5732E+12  7.9511E+12  1.0482E+11  1.1431E+08  6.7562E+09  3.8922E+08  9.3070E+07  8.5497E+12  7.2979E+06  6.2499E+11  5.0603E+13  1.4160E+17  2.8595E+12  5.3102E+07  7.2433E+09  6.0140E+05  3.2831E+07  8.2231E+07  4.4547E+05  5.8297E+10  8.0087E+09  2.3269E+09  1.5526E+09  1.1717E+08  5.7752E-04
  2.7511E+07  1.7850E+03  2.8604E+17  6.4775E-07  4.1198E+04  3.9951E-06  0.0000E+00  2.4361E+14  9.6577E+12  8.0225E+12  1.0945E+11  1.2027E+08  7.0372E+09  4.0289E+08  9.6944E+07  8.6262E+12  7.3870E+06  6.2962E+11  5.1057E+13  1.4285E+17  2.8835E+12  5.3906E+07  7.2933E+09  6.0524E+05  3.3282E+07  8.2838E+07  4.4787E+05  6.0246E+10  8.3687E+09  2.4608E+09  1.6107E+09  1.2094E+08  5.8842E-04
  2.7529E+07  1.7866E+03  2.8857E+17  6.5347E-07  4.1599E+04  4.0810E-06  0.0000E+00  2.4781E+14  9.7429E+12  8.0946E+12  1.1428E+11  1.2651E+08  7.3290E+09  4.1699E+08  1.0097E+08  8.7033E+12  7.4771E+06  6.3427E+11  5.1514E+13  1.4411E+17  2.9077E+12  5.4720E+07  7.3437E+09  6.0912E+05  3.3739E+07  8.3451E+07  4.5031E+05  6.2259E+10  8.7444E+09  2.6023E+09  1.6709E+09  1.2483E+08  5.9950E-04
  2.7548E+07  1.7881E+03  2.9112E+17  6.5924E-07  4.2003E+04  4.1688E-06  0.0000E+00  2.5209E+14  9.8289E+12  8.1673E+12  1.1931E+11  1.3306E+08  7.6318E+09  4.3154E+08  1.0514E+08  8.7812E+12  7.5684E+06  6.3895E+11  5.1977E+13  1.4538E+17  2.9321E+12  5.5548E+07  7.3946E+09  6.1305E+05  3.4203E+07  8.4068E+07  4.5277E+05  6.4335E+10  9.1364E+09  2.7516E+09  1.7332E+09  1.2885E+08  6.1078E-04
  2.7566E+07  1.7899E+03  2.9357E+17  6.6478E-07  4.2398E+04  4.2555E-06  0.0000E+00  2.5688E+14  9.9114E+12  8.2529E+12  1.2537E+11  1.4105E+08  7.9977E+09  4.4901E+08  1.1017E+08  8.8560E+12  7.6615E+06  6.4317E+11  5.2422E+13  1.4660E+17  2.9549E+12  5.6418E+07  7.4340E+09  6.1543E+05  3.4749E+07  8.4785E+07  4.5487E+05  6.6753E+10  9.6010E+09  2.9341E+09  1.8075E+09  1.3351E+08  6.2350E-04
