    K,   J,  wlos(J),   WLSTEP(J),   Y
   49  7428  51238.98     25.62      0.00
   49  7429  51264.60     25.63      0.00
   49  7430  51290.24     25.64      0.00
   49  7431  51315.89     25.66      0.00
   49  7432  51341.56     25.67      0.00
   49  7433  51367.23     25.68      0.00
   49  7434  51392.92     25.70      0.00
   49  7435  51418.62     25.71      0.00
   49  7436  51444.34     25.72      0.00
   49  7437  51470.07     25.73      0.00
   49  7438  51495.81     25.75      0.00
   49  7439  51521.56     25.76      0.00
   49  7440  51547.33     25.77      0.00
   49  7441  51573.11     25.79      0.00
   49  7442  51598.90     25.80      0.00
   49  7443  51624.71     25.81      0.00
   49  7444  51650.52     25.82      0.00
   49  7445  51676.36     25.84      0.00
   49  7446  51702.20     25.85      0.00
   49  7447  51728.06     25.86      0.00
   49  7448  51753.93     25.88      0.00
   49  7449  51779.81     25.89      0.00
   49  7450  51805.70     25.90      0.00
   49  7451  51831.61     25.92      0.00
   49  7452  51857.53     25.93      0.00
   49  7453  51883.47     25.94      0.00
   49  7454  51909.42     25.95      0.00
   49  7455  51935.38     25.97      0.00
   49  7456  51961.35     25.98      0.00
   49  7457  51987.34     25.99      0.00
   49  7458  52013.34     26.01      0.00
   49  7459  52039.35     26.02      0.00
   49  7460  52065.38     26.03      0.00
   49  7461  52091.41     26.05      0.00
   49  7462  52117.47     26.06      0.00
   49  7463  52143.53     26.07      0.00
   49  7464  52169.61     26.08      0.00
   49  7465  52195.70     26.10      0.00
   49  7466  52221.80     26.11      0.00
   49  7467  52247.92     26.12      0.00
   49  7468  52274.05     26.14      0.00
   49  7469  52300.19     26.15      0.00
   49  7470  52326.35     26.16      0.00
   49  7471  52352.52     26.18      0.00
   49  7472  52378.70     26.19      0.00
   49  7473  52404.89     26.20      0.00
   49  7474  52431.10     26.21      0.00
   49  7475  52457.32     26.23      0.00
   49  7476  52483.56     26.24      0.00
   49  7477  52509.81     26.25      0.00
   49  7478  52536.07     26.27      0.00
   49  7479  52562.34     26.28      0.00
   49  7480  52588.63     26.29      0.00
   49  7481  52614.93     26.31      0.00
   49  7482  52641.24     26.32      0.00
   49  7483  52667.57     26.33      0.00
   49  7484  52693.91     26.35      0.00
   49  7485  52720.26     26.36      0.00
   49  7486  52746.63     26.37      0.00
   49  7487  52773.01     26.39      0.00
   49  7488  52799.40     26.40      0.00
   49  7489  52825.80     26.41      0.00
   49  7490  52852.22     26.43      0.00
   49  7491  52878.65     26.44      0.00
   49  7492  52905.10     26.45      0.00
   49  7493  52931.56     26.47      0.00
   49  7494  52958.03     26.48      0.00
   49  7495  52984.52     26.49      0.00
   49  7496  53011.01     26.50      0.00
   49  7497  53037.52     26.52      0.00
   49  7498  53064.05     26.53      0.00
   49  7499  53090.59     26.54      0.00
   49  7500  53117.14     26.56      0.00
   49  7501  53143.70     26.57      0.00
   49  7502  53170.28     26.58      0.00
   49  7503  53196.87     26.60      0.00
   49  7504  53223.48     26.61      0.00
   49  7505  53250.09     26.62      0.00
   49  7506  53276.73     26.64      0.00
   49  7507  53303.37     26.65      0.00
   49  7508  53330.03     26.66      0.00
   49  7509  53356.70     26.68      0.00
   49  7510  53383.38     26.69      0.00
   49  7511  53410.08     26.70      0.00
   49  7512  53436.79     26.72      0.00
   49  7513  53463.52     26.73      0.00
   49  7514  53490.25     26.74      0.00
   49  7515  53517.01     26.76      0.00
   49  7516  53543.77     26.77      0.00
   49  7517  53570.55     26.78      0.00
   49  7518  53597.34     26.80      0.00
   49  7519  53624.14     26.81      0.00
   49  7520  53650.96     26.82      0.00
   49  7521  53677.79     26.84      0.00
   49  7522  53704.64     26.85      0.00
   49  7523  53731.50     26.87      0.00
   49  7524  53758.37     26.88      0.00
   49  7525  53785.25     26.89      0.00
   49  7526  53812.15     26.91      0.00
   49  7527  53839.06     26.92      0.00
   49  7528  53865.99     26.93      0.00
   49  7529  53892.93     26.95      0.00
   49  7530  53919.88     26.96      0.00
   49  7531  53946.85     26.97      0.00
   49  7532  53973.83     26.99      0.00
   49  7533  54000.82     27.00      0.00
   49  7534  54027.83     27.01      0.00
   49  7535  54054.85     27.03      0.00
   49  7536  54081.88     27.04      0.00
   49  7537  54108.93     27.05      0.00
   49  7538  54135.99     27.07      0.00
   49  7539  54163.06     27.08      0.00
   49  7540  54190.15     27.09      0.00
   49  7541  54217.25     27.11      0.00
   49  7542  54244.37     27.12      0.00
   49  7543  54271.49     27.14      0.00
   49  7544  54298.64     27.15      0.00
   49  7545  54325.79     27.16      0.00
   49  7546  54352.96     27.18      0.00
   49  7547  54380.14     27.19      0.00
   49  7548  54407.34     27.20      0.00
   49  7549  54434.55     27.22      0.00
   49  7550  54461.77     27.23      0.00
   49  7551  54489.01     27.24      0.00
   49  7552  54516.26     27.26      0.00
   49  7553  54543.52     27.27      0.00
   49  7554  54570.80     27.28      0.00
   49  7555  54598.09     27.30      0.00
   49  7556  54625.40     27.31      0.00
   49  7557  54652.72     27.33      0.00
   49  7558  54680.05     27.34      0.00
   49  7559  54707.40     27.35      0.00
   49  7560  54734.76     27.37      0.00
   49  7561  54762.13     27.38      0.00
   49  7562  54789.52     27.39      0.00
   49  7563  54816.92     27.41      0.00
   49  7564  54844.33     27.42      0.00
   49  7565  54871.76     27.44      0.00
   49  7566  54899.20     27.45      0.00
   49  7567  54926.66     27.46      0.00
   49  7568  54954.13     27.48      0.00
   49  7569  54981.61     27.49      0.00
   49  7570  55009.11     27.50      0.00
   49  7571  55036.62     27.52      0.00
   49  7572  55064.14     27.53      0.00
   49  7573  55091.68     27.55      0.00
   49  7574  55119.23     27.56      0.00
   49  7575  55146.80     27.57      0.00
   49  7576  55174.38     27.59      0.00
   49  7577  55201.97     27.60      0.00
   49  7578  55229.58     27.61      0.00
   49  7579  55257.20     27.63      0.00
   49  7580  55284.84     27.64      0.00
   49  7581  55312.48     27.66      0.00
   49  7582  55340.15     27.67      0.00
   49  7583  55367.82     27.68      0.00
   49  7584  55395.51     27.70      0.00
   49  7585  55423.22     27.71      0.00
   49  7586  55450.93     27.72      0.00
   49  7587  55478.67     27.74      0.00
   49  7588  55506.41     27.75      0.00
   49  7589  55534.17     27.77      0.00
   49  7590  55561.94     27.78      0.00
   49  7591  55589.73     27.79      0.00
   49  7592  55617.53     27.81      0.00
   49  7593  55645.35     27.82      0.00
   49  7594  55673.18     27.84      0.00
   49  7595  55701.02     27.85      0.00
   49  7596  55728.88     27.86      0.00
   49  7597  55756.75     27.88      0.00
   49  7598  55784.63     27.89      0.00
   49  7599  55812.53     27.91      0.00
   49  7600  55840.44     27.92      0.00
   49  7601  55868.37     27.93      0.00
   49  7602  55896.31     27.95      0.00
   49  7603  55924.26     27.96      0.00
   49  7604  55952.23     27.98      0.00
   49  7605  55980.22     27.99      0.00
   49  7606  56008.21     28.00      0.00
   49  7607  56036.22     28.02      0.00
   49  7608  56064.25     28.03      0.00
   49  7609  56092.28     28.05      0.00
   49  7610  56120.34     28.06      0.00
   49  7611  56148.40     28.07      0.00
   49  7612  56176.48     28.09      0.00
   49  7613  56204.58     28.10      0.00
   49  7614  56232.69     28.12      0.00
   49  7615  56260.81     28.13      0.00
   49  7616  56288.95     28.14      0.00
   49  7617  56317.10     28.16      0.00
   49  7618  56345.26     28.17      0.00
   49  7619  56373.44     28.19      0.00
   49  7620  56401.63     28.20      0.00
   49  7621  56429.84     28.21      0.00
   49  7622  56458.06     28.23      0.00
   49  7623  56486.30     28.24      0.00
   49  7624  56514.55     28.26      0.00
   49  7625  56542.81     28.27      0.00
   49  7626  56571.09     28.28      0.00
   49  7627  56599.38     28.30      0.00
   49  7628  56627.69     28.31      0.00
   49  7629  56656.01     28.33      0.00
   49  7630  56684.34     28.34      0.00
   49  7631  56712.69     28.36      0.00
   49  7632  56741.05     28.37      0.00
   49  7633  56769.43     28.38      0.00
   49  7634  56797.82     28.40      0.00
   49  7635  56826.23     28.41      0.00
   49  7636  56854.65     28.43      0.00
   49  7637  56883.08     28.44      0.00
   49  7638  56911.53     28.46      0.00
   49  7639  56939.99     28.47      0.00
   49  7640  56968.47     28.48      0.00
   49  7641  56996.96     28.50      0.00
   49  7642  57025.46     28.51      0.00
   49  7643  57053.98     28.53      0.00
   49  7644  57082.51     28.54      0.00
   49  7645  57111.06     28.55      0.00
   49  7646  57139.62     28.57      0.00
   49  7647  57168.20     28.58      0.00
   49  7648  57196.79     28.60      0.00
   49  7649  57225.40     28.61      0.00
   49  7650  57254.01     28.63      0.00
   49  7651  57282.65     28.64      0.00
   49  7652  57311.30     28.65      0.00
   49  7653  57339.96     28.67      0.00
   49  7654  57368.63     28.68      0.00
   49  7655  57397.33     28.70      0.00
   49  7656  57426.03     28.71      0.00
   49  7657  57454.75     28.73      0.00
   49  7658  57483.48     28.74      0.00
   49  7659  57512.23     28.76      0.00
   49  7660  57540.99     28.77      0.00
   49  7661  57569.77     28.78      0.00
   49  7662  57598.56     28.80      0.00
   49  7663  57627.37     28.81      0.00
   49  7664  57656.19     28.83      0.00
   49  7665  57685.02     28.84      0.00
   49  7666  57713.87     28.86      0.00
   49  7667  57742.74     28.87      0.00
   49  7668  57771.61     28.89      0.00
   49  7669  57800.51     28.90      0.00
   49  7670  57829.41     28.91      0.00
   49  7671  57858.33     28.93      0.00
   49  7672  57887.27     28.94      0.00
   49  7673  57916.22     28.96      0.00
   49  7674  57945.18     28.97      0.00
   49  7675  57974.16     28.99      0.00
   49  7676  58003.16     29.00      0.00
   49  7677  58032.17     29.02      0.00
   49  7678  58061.19     29.03      0.00
   49  7679  58090.22     29.04      0.00
   49  7680  58119.28     29.06      0.00
   49  7681  58148.34     29.07      0.00
   49  7682  58177.42     29.09      0.00
   49  7683  58206.52     29.10      0.00
   49  7684  58235.63     29.12      0.00
   49  7685  58264.75     29.13      0.00
   49  7686  58293.89     29.15      0.00
   49  7687  58323.05     29.16      0.00
   49  7688  58352.21     29.18      0.00
   49  7689  58381.40     29.19      0.00
   49  7690  58410.59     29.20      0.00
   49  7691  58439.81     29.22      0.00
   49  7692  58469.03     29.23      0.00
   49  7693  58498.27     29.25      0.00
   49  7694  58527.53     29.26      0.00
   49  7695  58556.80     29.28      0.00
   49  7696  58586.08     29.29      0.00
   49  7697  58615.38     29.31      0.00
   49  7698  58644.70     29.32      0.00
   49  7699  58674.03     29.34      0.00
   49  7700  58703.37     29.35      0.00
   49  7701  58732.73     29.37      0.00
   49  7702  58762.10     29.38      0.00
   49  7703  58791.49     29.40      0.00
   49  7704  58820.89     29.41      0.00
   49  7705  58850.31     29.42      0.00
   49  7706  58879.74     29.44      0.00
   49  7707  58909.19     29.45      0.00
   49  7708  58938.65     29.47      0.00
   49  7709  58968.12     29.48      0.00
   49  7710  58997.61     29.50      0.00
   49  7711  59027.12     29.51      0.00
   49  7712  59056.64     29.53      0.00
   49  7713  59086.18     29.54      0.00
   49  7714  59115.73     29.56      0.00
   49  7715  59145.29     29.57      0.00
   49  7716  59174.87     29.59      0.00
   49  7717  59204.46     29.60      0.00
   49  7718  59234.07     29.62      0.00
   49  7719  59263.70     29.63      0.00
   49  7720  59293.33     29.65      0.00
   49  7721  59322.99     29.66      0.00
   49  7722  59352.66     29.68      0.00
   49  7723  59382.34     29.69      0.00
   49  7724  59412.04     29.71      0.00
   49  7725  59441.75     29.72      0.00
   49  7726  59471.48     29.73      0.00
   49  7727  59501.22     29.75      0.00
   49  7728  59530.98     29.76      0.00
   49  7729  59560.75     29.78      0.00
   49  7730  59590.54     29.79      0.00
   49  7731  59620.34     29.81      0.00
   49  7732  59650.15     29.82      0.00
   49  7733  59679.99     29.84      0.00
   49  7734  59709.83     29.85      0.00
   49  7735  59739.69     29.87      0.00
   49  7736  59769.57     29.88      0.00
   49  7737  59799.46     29.90      0.00
   49  7738  59829.37     29.91      0.00
   49  7739  59859.29     29.93      0.00
   49  7740  59889.23     29.94      0.00
   49  7741  59919.18     29.96      0.00
   49  7742  59949.14     29.97      0.00
   49  7743  59979.13     29.99      0.00
   49  7744  60009.12     30.00      0.00
   49  7745  60039.13     30.02      0.00
   49  7746  60069.16     30.03      0.00
   49  7747  60099.20     30.05      0.00
   49  7748  60129.26     30.06      0.00
   49  7749  60159.33     30.08      0.00
   49  7750  60189.42     30.09      0.00
   49  7751  60219.52     30.11      0.00
   49  7752  60249.63     30.12      0.00
   49  7753  60279.77     30.14      0.00
   49  7754  60309.91     30.15      0.00
   49  7755  60340.07     30.17      0.00
   49  7756  60370.25     30.18      0.00
   49  7757  60400.44     30.20      0.00
   49  7758  60430.65     30.21      0.00
   49  7759  60460.87     30.23      0.00
   49  7760  60491.11     30.24      0.00
   49  7761  60521.36     30.26      0.00
   49  7762  60551.63     30.28      0.00
   49  7763  60581.91     30.29      0.00
   49  7764  60612.21     30.31      0.00
   49  7765  60642.52     30.32      0.00
   49  7766  60672.85     30.34      0.00
   49  7767  60703.19     30.35      0.00
   49  7768  60733.55     30.37      0.00
   49  7769  60763.93     30.38      0.00
   49  7770  60794.31     30.40      0.00
   49  7771  60824.72     30.41      0.00
   49  7772  60855.14     30.43      0.00
   49  7773  60885.57     30.44      0.00
   49  7774  60916.02     30.46      0.00
   49  7775  60946.49     30.47      0.00
   49  7776  60976.97     30.49      0.00
   49  7777  61007.46     30.50      0.00
   49  7778  61037.97     30.52      0.00
   49  7779  61068.50     30.53      0.00
   49  7780  61099.04     30.55      0.00
   49  7781  61129.60     30.56      0.00
   49  7782  61160.17     30.58      0.00
   49  7783  61190.75     30.59      0.00
   49  7784  61221.36     30.61      0.00
   49  7785  61251.97     30.63      0.00
   49  7786  61282.61     30.64      0.00
   49  7787  61313.26     30.66      0.00
   49  7788  61343.92     30.67      0.00
   49  7789  61374.60     30.69      0.00
   49  7790  61405.29     30.70      0.00
   49  7791  61436.00     30.72      0.00
   49  7792  61466.73     30.73      0.00
   49  7793  61497.47     30.75      0.00
   49  7794  61528.22     30.76      0.00
   49  7795  61558.99     30.78      0.00
   49  7796  61589.78     30.79      0.00
   49  7797  61620.58     30.81      0.00
   49  7798  61651.40     30.82      0.00
   49  7799  61682.23     30.84      0.00
   49  7800  61713.08     30.86      0.00
   49  7801  61743.94     30.87      0.00
   49  7802  61774.82     30.89      0.00
   49  7803  61805.72     30.90      0.00
   49  7804  61836.63     30.92      0.00
   49  7805  61867.55     30.93      0.00
   49  7806  61898.49     30.95      0.00
   49  7807  61929.45     30.96      0.00
   49  7808  61960.42     30.98      0.00
   49  7809  61991.41     30.99      0.00
   49  7810  62022.41     31.01      0.00
   49  7811  62053.43     31.03      0.00
   49  7812  62084.46     31.04      0.00
   49  7813  62115.51     31.06      0.00
   49  7814  62146.58     31.07      0.00
   49  7815  62177.66     31.09      0.00
   49  7816  62208.75     31.10      0.00
   49  7817  62239.86     31.12      0.00
   49  7818  62270.99     31.13      0.00
   49  7819  62302.13     31.15      0.00
   49  7820  62333.29     31.17      0.00
   49  7821  62364.46     31.18      0.00
   49  7822  62395.65     31.20      0.00
   49  7823  62426.86     31.21      0.00
   49  7824  62458.08     31.23      0.00
   49  7825  62489.31     31.24      0.00
   49  7826  62520.57     31.26      0.00
   49  7827  62551.83     31.28      0.00
   49  7828  62583.12     31.29      0.00
   49  7829  62614.42     31.31      0.00
   49  7830  62645.73     31.32      0.00
   49  7831  62677.06     31.34      0.00
   49  7832  62708.41     31.35      0.00
   49  7833  62739.77     31.37      0.00
   49  7834  62771.14     31.38      0.00
   49  7835  62802.54     31.40      0.00
   49  7836  62833.94     31.42      0.00
   49  7837  62865.37     31.43      0.00
   49  7838  62896.81     31.45      0.00
   49  7839  62928.26     31.46      0.00
   49  7840  62959.73     31.48      0.00
   49  7841  62991.22     31.49      0.00
   49  7842  63022.72     31.51      0.00
   49  7843  63054.24     31.53      0.00
   49  7844  63085.78     31.54      0.00
   49  7845  63117.33     31.56      0.00
   49  7846  63148.89     31.57      0.00
   49  7847  63180.47     31.59      0.00
   49  7848  63212.07     31.61      0.00
   49  7849  63243.68     31.62      0.00
   49  7850  63275.31     31.64      0.00
   49  7851  63306.96     31.65      0.00
   49  7852  63338.62     31.67      0.00
   49  7853  63370.30     31.68      0.00
   49  7854  63401.99     31.70      0.00
   49  7855  63433.70     31.72      0.00
   49  7856  63465.42     31.73      0.00
   49  7857  63497.16     31.75      0.00
   49  7858  63528.92     31.76      0.00
   49  7859  63560.69     31.78      0.00
   49  7860  63592.47     31.80      0.00
   49  7861  63624.28     31.81      0.00
   49  7862  63656.10     31.83      0.00
   49  7863  63687.93     31.84      0.00
   49  7864  63719.78     31.86      0.00
   49  7865  63751.65     31.88      0.00
   49  7866  63783.53     31.89      0.00
   49  7867  63815.43     31.91      0.00
   49  7868  63847.35     31.92      0.00
   49  7869  63879.28     31.94      0.00
   49  7870  63911.23     31.95      0.00
   49  7871  63943.19     31.97      0.00
   49  7872  63975.17     31.99      0.00
   49  7873  64007.16     32.00      0.00
   49  7874  64039.17     32.02      0.00
   49  7875  64071.20     32.03      0.00
   49  7876  64103.24     32.05      0.00
   49  7877  64135.30     32.07      0.00
   49  7878  64167.38     32.08      0.00
   49  7879  64199.47     32.10      0.00
   49  7880  64231.57     32.11      0.00
   49  7881  64263.70     32.13      0.00
   49  7882  64295.84     32.15      0.00
   49  7883  64327.99     32.16      0.00
   49  7884  64360.16     32.18      0.00
   49  7885  64392.35     32.20      0.00
   49  7886  64424.55     32.21      0.00
   49  7887  64456.77     32.23      0.00
   49  7888  64489.01     32.24      0.00
   49  7889  64521.26     32.26      0.00
   49  7890  64553.53     32.28      0.00
   49  7891  64585.81     32.29      0.00
   49  7892  64618.11     32.31      0.00
   49  7893  64650.43     32.32      0.00
   49  7894  64682.76     32.34      0.00
   49  7895  64715.11     32.36      0.00
   49  7896  64747.47     32.37      0.00
   49  7897  64779.86     32.39      0.00
   49  7898  64812.25     32.41      0.00
   49  7899  64844.67     32.42      0.00
   49  7900  64877.10     32.44      0.00
   49  7901  64909.54     32.45      0.00
   49  7902  64942.00     32.47      0.00
   49  7903  64974.48     32.49      0.00
   49  7904  65006.98     32.50      0.00
   49  7905  65039.49     32.52      0.00
   49  7906  65072.01     32.54      0.00
   49  7907  65104.56     32.55      0.00
   49  7908  65137.12     32.57      0.00
   49  7909  65169.69     32.58      0.00
   49  7910  65202.29     32.60      0.00
   49  7911  65234.89     32.62      0.00
   49  7912  65267.52     32.63      0.00
   49  7913  65300.16     32.65      0.00
   49  7914  65332.82     32.67      0.00
   49  7915  65365.49     32.68      0.00
   49  7916  65398.18     32.70      0.00
   49  7917  65430.89     32.71      0.00
   49  7918  65463.61     32.73      0.00
   49  7919  65496.35     32.75      0.00
   49  7920  65529.10     32.76      0.00
   49  7921  65561.88     32.78      0.00
   49  7922  65594.67     32.80      0.00
   49  7923  65627.47     32.81      0.00
   49  7924  65660.29     32.83      0.00
   49  7925  65693.13     32.85      0.00
   49  7926  65725.98     32.86      0.00
   49  7927  65758.85     32.88      0.00
   49  7928  65791.74     32.90      0.00
   49  7929  65824.64     32.91      0.00
   49  7930  65857.56     32.93      0.00
   49  7931  65890.50     32.94      0.00
   49  7932  65923.45     32.96      0.00
   49  7933  65956.42     32.98      0.00
   49  7934  65989.41     32.99      0.00
   49  7935  66022.41     33.01      0.00
   49  7936  66055.43     33.03      0.00
   49  7937  66088.46     33.04      0.00
   49  7938  66121.51     33.06      0.00
   49  7939  66154.58     33.08      0.00
   49  7940  66187.67     33.09      0.00
   49  7941  66220.77     33.11      0.00
   49  7942  66253.89     33.13      0.00
   49  7943  66287.02     33.14      0.00
   49  7944  66320.17     33.16      0.00
   49  7945  66353.34     33.18      0.00
   49  7946  66386.52     33.19      0.00
   49  7947  66419.72     33.21      0.00
   49  7948  66452.94     33.23      0.00
   49  7949  66486.17     33.24      0.00
   49  7950  66519.43     33.26      0.00
   49  7951  66552.69     33.28      0.00
   49  7952  66585.98     33.29      0.00
   49  7953  66619.28     33.31      0.00
   49  7954  66652.59     33.33      0.00
   49  7955  66685.93     33.34      0.00
   49  7956  66719.28     33.36      0.00
   49  7957  66752.65     33.38      0.00
   49  7958  66786.03     33.39      0.00
   49  7959  66819.43     33.41      0.00
   49  7960  66852.85     33.43      0.00
   49  7961  66886.28     33.44      0.00
   49  7962  66919.73     33.46      0.00
   49  7963  66953.20     33.48      0.00
   49  7964  66986.68     33.49      0.00
   49  7965  67020.18     33.51      0.00
   49  7966  67053.70     33.53      0.00
   49  7967  67087.24     33.54      0.00
   49  7968  67120.79     33.56      0.00
   49  7969  67154.36     33.58      0.00
   49  7970  67187.94     33.59      0.00
   49  7971  67221.54     33.61      0.00
   49  7972  67255.16     33.63      0.00
   49  7973  67288.79     33.64      0.00
   49  7974  67322.45     33.66      0.00
   49  7975  67356.12     33.68      0.00
   49  7976  67389.80     33.69      0.00
   49  7977  67423.50     33.71      0.00
   49  7978  67457.22     33.73      0.00
   49  7979  67490.96     33.74      0.00
   49  7980  67524.71     33.76      0.00
   49  7981  67558.48     33.78      0.00
   49  7982  67592.27     33.80      0.00
   49  7983  67626.07     33.81      0.00
   49  7984  67659.89     33.83      0.00
   49  7985  67693.73     33.85      0.00
   49  7986  67727.59     33.86      0.00
   49  7987  67761.46     33.88      0.00
   49  7988  67795.35     33.90      0.00
   49  7989  67829.25     33.91      0.00
   49  7990  67863.17     33.93      0.00
   49  7991  67897.11     33.95      0.00
   49  7992  67931.07     33.96      0.00
   49  7993  67965.04     33.98      0.00
   49  7994  67999.03     34.00      0.00
   49  7995  68033.04     34.02      0.00
   49  7996  68067.06     34.03      0.00
   49  7997  68101.10     34.05      0.00
   49  7998  68135.16     34.07      0.00
   49  7999  68169.24     34.08      0.00
   49  8000  68203.33     34.10      0.00
   49  8001  68237.44     34.12      0.00
   49  8002  68271.57     34.13      0.00
   49  8003  68305.71     34.15      0.00
   49  8004  68339.87     34.17      0.00
   49  8005  68374.05     34.19      0.00
   49  8006  68408.24     34.20      0.00
   49  8007  68442.45     34.22      0.00
   49  8008  68476.68     34.24      0.00
   49  8009  68510.93     34.25      0.00
   49  8010  68545.19     34.27      0.00
   49  8011  68579.47     34.29      0.00
   49  8012  68613.77     34.31      0.00
   49  8013  68648.08     34.32      0.00
   49  8014  68682.42     34.34      0.00
   49  8015  68716.77     34.36      0.00
   49  8016  68751.13     34.37      0.00
   49  8017  68785.51     34.39      0.00
   49  8018  68819.92     34.41      0.00
   49  8019  68854.33     34.43      0.00
   49  8020  68888.77     34.44      0.00
   49  8021  68923.22     34.46      0.00
   49  8022  68957.69     34.48      0.00
   49  8023  68992.18     34.50      0.00
   49  8024  69026.68     34.51      0.00
   49  8025  69061.20     34.53      0.00
   49  8026  69095.74     34.55      0.00
   49  8027  69130.29     34.56      0.00
   49  8028  69164.87     34.58      0.00
   49  8029  69199.46     34.60      0.00
   49  8030  69234.07     34.62      0.00
   49  8031  69268.69     34.63      0.00
   49  8032  69303.33     34.65      0.00
   49  8033  69337.99     34.67      0.00
   49  8034  69372.67     34.69      0.00
   49  8035  69407.36     34.70      0.00
   49  8036  69442.07     34.72      0.00
   49  8037  69476.80     34.74      0.00
   49  8038  69511.55     34.75      0.00
   49  8039  69546.31     34.77      0.00
   49  8040  69581.09     34.79      0.00
   49  8041  69615.89     34.81      0.00
   49  8042  69650.71     34.82      0.00
   49  8043  69685.54     34.84      0.00
   49  8044  69720.39     34.86      0.00
   49  8045  69755.26     34.88      0.00
   49  8046  69790.15     34.89      0.00
   49  8047  69825.05     34.91      0.00
   49  8048  69859.97     34.93      0.00
   49  8049  69894.91     34.95      0.00
   49  8050  69929.86     34.96      0.00
   49  8051  69964.83     34.98      0.00
   49  8052  69999.82     35.00      0.00
   49  8053  70034.83     35.02      0.00
   49  8054  70069.86     35.03      0.00
   49  8055  70104.90     35.05      0.00
   49  8056  70139.96     35.07      0.00
   49  8057  70175.04     35.09      0.00
   49  8058  70210.13     35.10      0.00
   49  8059  70245.25     35.12      0.00
   49  8060  70280.38     35.14      0.00
   49  8061  70315.53     35.16      0.00
   49  8062  70350.69     35.17      0.00
   49  8063  70385.88     35.19      0.00
   49  8064  70421.08     35.21      0.00
   49  8065  70456.29     35.23      0.00
   49  8066  70491.53     35.24      0.00
   49  8067  70526.78     35.26      0.00
   49  8068  70562.06     35.28      0.00
   49  8069  70597.34     35.30      0.00
   49  8070  70632.65     35.32      0.00
   49  8071  70667.98     35.33      0.00
   49  8072  70703.32     35.35      0.00
   49  8073  70738.68     35.37      0.00
   49  8074  70774.05     35.39      0.00
   49  8075  70809.45     35.40      0.00
   49  8076  70844.86     35.42      0.00
   49  8077  70880.29     35.44      0.00
   49  8078  70915.74     35.46      0.00
   49  8079  70951.21     35.47      0.00
   49  8080  70986.69     35.49      0.00
   49  8081  71022.19     35.51      0.00
   49  8082  71057.71     35.53      0.00
   49  8083  71093.25     35.55      0.00
   49  8084  71128.80     35.56      0.00
   49  8085  71164.37     35.58      0.00
   49  8086  71199.96     35.60      0.00
   49  8087  71235.57     35.62      0.00
   49  8088  71271.20     35.63      0.00
   49  8089  71306.84     35.65      0.00
   49  8090  71342.50     35.67      0.00
   49  8091  71378.18     35.69      0.00
   49  8092  71413.88     35.71      0.00
   49  8093  71449.59     35.72      0.00
   49  8094  71485.33     35.74      0.00
   49  8095  71521.08     35.76      0.00
   49  8096  71556.85     35.78      0.00
   49  8097  71592.63     35.80      0.00
   49  8098  71628.44     35.81      0.00
   49  8099  71664.26     35.83      0.00
   49  8100  71700.10     35.85      0.00
   49  8101  71735.96     35.87      0.00
   49  8102  71771.83     35.89      0.00
   49  8103  71807.73     35.90      0.00
   49  8104  71843.64     35.92      0.00
   49  8105  71879.57     35.94      0.00
   49  8106  71915.52     35.96      0.00
   49  8107  71951.48     35.97      0.00
   49  8108  71987.47     35.99      0.00
   49  8109  72023.47     36.01      0.00
   49  8110  72059.49     36.03      0.00
   49  8111  72095.53     36.05      0.00
   49  8112  72131.58     36.06      0.00
   49  8113  72167.66     36.08      0.00
   49  8114  72203.75     36.10      0.00
   49  8115  72239.86     36.12      0.00
   49  8116  72275.99     36.14      0.00
   49  8117  72312.13     36.16      0.00
   49  8118  72348.30     36.17      0.00
   49  8119  72384.48     36.19      0.00
   49  8120  72420.68     36.21      0.00
   49  8121  72456.90     36.23      0.00
   49  8122  72493.13     36.25      0.00
   49  8123  72529.39     36.26      0.00
   49  8124  72565.66     36.28      0.00
   49  8125  72601.95     36.30      0.00
   49  8126  72638.26     36.32      0.00
   49  8127  72674.59     36.34      0.00
   49  8128  72710.94     36.35      0.00
   49  8129  72747.30     36.37      0.00
   49  8130  72783.68     36.39      0.00
   49  8131  72820.08     36.41      0.00
   49  8132  72856.50     36.43      0.00
   49  8133  72892.94     36.45      0.00
   49  8134  72929.39     36.46      0.00
   49  8135  72965.86     36.48      0.00
   49  8136  73002.35     36.50      0.00
   49  8137  73038.86     36.52      0.00
   49  8138  73075.39     36.54      0.00
   49  8139  73111.94     36.56      0.00
   49  8140  73148.50     36.57      0.00
   49  8141  73185.08     36.59      0.00
   49  8142  73221.68     36.61      0.00
   49  8143  73258.30     36.63      0.00
   49  8144  73294.94     36.65      0.00
   49  8145  73331.60     36.66      0.00
   49  8146  73368.27     36.68      0.00
   49  8147  73404.96     36.70      0.00
   49  8148  73441.67     36.72      0.00
   49  8149  73478.40     36.74      0.00
   49  8150  73515.15     36.76      0.00
   49  8151  73551.92     36.78      0.00
   49  8152  73588.70     36.79      0.00
   49  8153  73625.50     36.81      0.00
   49  8154  73662.32     36.83      0.00
   49  8155  73699.16     36.85      0.00
   49  8156  73736.02     36.87      0.00
   49  8157  73772.90     36.89      0.00
   49  8158  73809.79     36.90      0.00
   49  8159  73846.71     36.92      0.00
   49  8160  73883.64     36.94      0.00
   49  8161  73920.59     36.96      0.00
   49  8162  73957.56     36.98      0.00
