    K,   J,  wlos(J),   WLSTEP(J),   Y
   49  6425  31031.82     15.52      0.00
   49  6426  31047.34     15.52      0.00
   49  6427  31062.86     15.53      0.00
   49  6428  31078.40     15.54      0.00
   49  6429  31093.94     15.55      0.00
   49  6430  31109.49     15.55      0.00
   49  6431  31125.05     15.56      0.00
   49  6432  31140.62     15.57      0.00
   49  6433  31156.19     15.58      0.00
   49  6434  31171.77     15.59      0.00
   49  6435  31187.36     15.59      0.00
   49  6436  31202.96     15.60      0.00
   49  6437  31218.56     15.61      0.00
   49  6438  31234.18     15.62      0.00
   49  6439  31249.80     15.62      0.00
   49  6440  31265.43     15.63      0.00
   49  6441  31281.06     15.64      0.00
   49  6442  31296.71     15.65      0.00
   49  6443  31312.36     15.66      0.00
   49  6444  31328.02     15.66      0.00
   49  6445  31343.69     15.67      0.00
   49  6446  31359.36     15.68      0.00
   49  6447  31375.04     15.69      0.00
   49  6448  31390.74     15.69      0.00
   49  6449  31406.43     15.70      0.00
   49  6450  31422.14     15.71      0.00
   49  6451  31437.86     15.72      0.00
   49  6452  31453.58     15.73      0.00
   49  6453  31469.31     15.73      0.00
   49  6454  31485.05     15.74      0.00
   49  6455  31500.79     15.75      0.00
   49  6456  31516.55     15.76      0.00
   49  6457  31532.31     15.77      0.00
   49  6458  31548.08     15.77      0.00
   49  6459  31563.86     15.78      0.00
   49  6460  31579.64     15.79      0.00
   49  6461  31595.43     15.80      0.00
   49  6462  31611.24     15.81      0.00
   49  6463  31627.04     15.81      0.00
   49  6464  31642.86     15.82      0.00
   49  6465  31658.69     15.83      0.00
   49  6466  31674.52     15.84      0.00
   49  6467  31690.36     15.84      0.00
   49  6468  31706.21     15.85      0.00
   49  6469  31722.07     15.86      0.00
   49  6470  31737.93     15.87      0.00
   49  6471  31753.80     15.88      0.00
   49  6472  31769.68     15.88      0.00
   49  6473  31785.57     15.89      0.00
   49  6474  31801.47     15.90      0.00
   49  6475  31817.37     15.91      0.00
   49  6476  31833.29     15.92      0.00
   49  6477  31849.21     15.92      0.00
   49  6478  31865.13     15.93      0.00
   49  6479  31881.07     15.94      0.00
   49  6480  31897.01     15.95      0.00
   49  6481  31912.97     15.96      0.00
   49  6482  31928.93     15.96      0.00
   49  6483  31944.89     15.97      0.00
   49  6484  31960.87     15.98      0.00
   49  6485  31976.85     15.99      0.00
   49  6486  31992.85     16.00      0.00
   49  6487  32008.85     16.00      0.00
   49  6488  32024.85     16.01      0.00
   49  6489  32040.87     16.02      0.00
   49  6490  32056.89     16.03      0.00
   49  6491  32072.93     16.04      0.00
   49  6492  32088.97     16.04      0.00
   49  6493  32105.01     16.05      0.00
   49  6494  32121.07     16.06      0.00
   49  6495  32137.13     16.07      0.00
   49  6496  32153.21     16.08      0.00
   49  6497  32169.29     16.08      0.00
   49  6498  32185.38     16.09      0.00
   49  6499  32201.47     16.10      0.00
   49  6500  32217.58     16.11      0.00
   49  6501  32233.69     16.12      0.00
   49  6502  32249.81     16.12      0.00
   49  6503  32265.94     16.13      0.00
   49  6504  32282.07     16.14      0.00
   49  6505  32298.22     16.15      0.00
   49  6506  32314.37     16.16      0.00
   49  6507  32330.53     16.16      0.00
   49  6508  32346.70     16.17      0.00
   49  6509  32362.88     16.18      0.00
   49  6510  32379.06     16.19      0.00
   49  6511  32395.26     16.20      0.00
   49  6512  32411.46     16.21      0.00
   49  6513  32427.67     16.21      0.00
   49  6514  32443.88     16.22      0.00
   49  6515  32460.11     16.23      0.00
   49  6516  32476.34     16.24      0.00
   49  6517  32492.59     16.25      0.00
   49  6518  32508.84     16.25      0.00
   49  6519  32525.09     16.26      0.00
   49  6520  32541.36     16.27      0.00
   49  6521  32557.63     16.28      0.00
   49  6522  32573.92     16.29      0.00
   49  6523  32590.21     16.29      0.00
   49  6524  32606.51     16.30      0.00
   49  6525  32622.81     16.31      0.00
   49  6526  32639.13     16.32      0.00
   49  6527  32655.45     16.33      0.00
   49  6528  32671.78     16.34      0.00
   49  6529  32688.12     16.34      0.00
   49  6530  32704.47     16.35      0.00
   49  6531  32720.83     16.36      0.00
   49  6532  32737.19     16.37      0.00
   49  6533  32753.56     16.38      0.00
   49  6534  32769.94     16.38      0.00
   49  6535  32786.33     16.39      0.00
   49  6536  32802.73     16.40      0.00
   49  6537  32819.13     16.41      0.00
   49  6538  32835.55     16.42      0.00
   49  6539  32851.97     16.43      0.00
   49  6540  32868.40     16.43      0.00
   49  6541  32884.84     16.44      0.00
   49  6542  32901.28     16.45      0.00
   49  6543  32917.74     16.46      0.00
   49  6544  32934.20     16.47      0.00
   49  6545  32950.67     16.47      0.00
   49  6546  32967.15     16.48      0.00
   49  6547  32983.64     16.49      0.00
   49  6548  33000.13     16.50      0.00
   49  6549  33016.64     16.51      0.00
   49  6550  33033.15     16.52      0.00
   49  6551  33049.67     16.52      0.00
   49  6552  33066.20     16.53      0.00
   49  6553  33082.73     16.54      0.00
   49  6554  33099.28     16.55      0.00
   49  6555  33115.83     16.56      0.00
   49  6556  33132.39     16.57      0.00
   49  6557  33148.96     16.57      0.00
   49  6558  33165.54     16.58      0.00
   49  6559  33182.13     16.59      0.00
   49  6560  33198.72     16.60      0.00
   49  6561  33215.33     16.61      0.00
   49  6562  33231.94     16.62      0.00
   49  6563  33248.56     16.62      0.00
   49  6564  33265.18     16.63      0.00
   49  6565  33281.82     16.64      0.00
   49  6566  33298.47     16.65      0.00
   49  6567  33315.12     16.66      0.00
   49  6568  33331.78     16.67      0.00
   49  6569  33348.45     16.67      0.00
   49  6570  33365.13     16.68      0.00
   49  6571  33381.81     16.69      0.00
   49  6572  33398.51     16.70      0.00
   49  6573  33415.21     16.71      0.00
   49  6574  33431.92     16.72      0.00
   49  6575  33448.64     16.72      0.00
   49  6576  33465.37     16.73      0.00
   49  6577  33482.11     16.74      0.00
   49  6578  33498.85     16.75      0.00
   49  6579  33515.61     16.76      0.00
   49  6580  33532.37     16.77      0.00
   49  6581  33549.14     16.77      0.00
   49  6582  33565.91     16.78      0.00
   49  6583  33582.70     16.79      0.00
   49  6584  33599.50     16.80      0.00
   49  6585  33616.30     16.81      0.00
   49  6586  33633.11     16.82      0.00
   49  6587  33649.93     16.82      0.00
   49  6588  33666.76     16.83      0.00
   49  6589  33683.60     16.84      0.00
   49  6590  33700.44     16.85      0.00
   49  6591  33717.30     16.86      0.00
   49  6592  33734.16     16.87      0.00
   49  6593  33751.03     16.88      0.00
   49  6594  33767.91     16.88      0.00
   49  6595  33784.80     16.89      0.00
   49  6596  33801.69     16.90      0.00
   49  6597  33818.60     16.91      0.00
   49  6598  33835.51     16.92      0.00
   49  6599  33852.43     16.93      0.00
   49  6600  33869.36     16.93      0.00
   49  6601  33886.30     16.94      0.00
   49  6602  33903.25     16.95      0.00
   49  6603  33920.20     16.96      0.00
   49  6604  33937.17     16.97      0.00
   49  6605  33954.14     16.98      0.00
   49  6606  33971.12     16.99      0.00
   49  6607  33988.11     16.99      0.00
   49  6608  34005.11     17.00      0.00
   49  6609  34022.12     17.01      0.00
   49  6610  34039.13     17.02      0.00
   49  6611  34056.15     17.03      0.00
   49  6612  34073.19     17.04      0.00
   49  6613  34090.23     17.04      0.00
   49  6614  34107.28     17.05      0.00
   49  6615  34124.33     17.06      0.00
   49  6616  34141.40     17.07      0.00
   49  6617  34158.47     17.08      0.00
   49  6618  34175.56     17.09      0.00
   49  6619  34192.65     17.10      0.00
   49  6620  34209.75     17.10      0.00
   49  6621  34226.86     17.11      0.00
   49  6622  34243.97     17.12      0.00
   49  6623  34261.10     17.13      0.00
   49  6624  34278.23     17.14      0.00
   49  6625  34295.38     17.15      0.00
   49  6626  34312.53     17.16      0.00
   49  6627  34329.69     17.16      0.00
   49  6628  34346.86     17.17      0.00
   49  6629  34364.04     17.18      0.00
   49  6630  34381.22     17.19      0.00
   49  6631  34398.42     17.20      0.00
   49  6632  34415.62     17.21      0.00
   49  6633  34432.83     17.22      0.00
   49  6634  34450.05     17.22      0.00
   49  6635  34467.28     17.23      0.00
   49  6636  34484.52     17.24      0.00
   49  6637  34501.76     17.25      0.00
   49  6638  34519.02     17.26      0.00
   49  6639  34536.28     17.27      0.00
   49  6640  34553.55     17.28      0.00
   49  6641  34570.83     17.28      0.00
   49  6642  34588.12     17.29      0.00
   49  6643  34605.42     17.30      0.00
   49  6644  34622.73     17.31      0.00
   49  6645  34640.04     17.32      0.00
   49  6646  34657.37     17.33      0.00
   49  6647  34674.70     17.34      0.00
   49  6648  34692.04     17.35      0.00
   49  6649  34709.39     17.35      0.00
   49  6650  34726.75     17.36      0.00
   49  6651  34744.12     17.37      0.00
   49  6652  34761.49     17.38      0.00
   49  6653  34778.88     17.39      0.00
   49  6654  34796.27     17.40      0.00
   49  6655  34813.67     17.41      0.00
   49  6656  34831.08     17.42      0.00
   49  6657  34848.50     17.42      0.00
   49  6658  34865.93     17.43      0.00
   49  6659  34883.37     17.44      0.00
   49  6660  34900.81     17.45      0.00
   49  6661  34918.27     17.46      0.00
   49  6662  34935.73     17.47      0.00
   49  6663  34953.20     17.48      0.00
   49  6664  34970.68     17.48      0.00
   49  6665  34988.17     17.49      0.00
   49  6666  35005.67     17.50      0.00
   49  6667  35023.18     17.51      0.00
   49  6668  35040.69     17.52      0.00
   49  6669  35058.22     17.53      0.00
   49  6670  35075.75     17.54      0.00
   49  6671  35093.29     17.55      0.00
   49  6672  35110.84     17.55      0.00
   49  6673  35128.40     17.56      0.00
   49  6674  35145.97     17.57      0.00
   49  6675  35163.55     17.58      0.00
   49  6676  35181.13     17.59      0.00
   49  6677  35198.73     17.60      0.00
   49  6678  35216.33     17.61      0.00
   49  6679  35233.94     17.62      0.00
   49  6680  35251.56     17.63      0.00
   49  6681  35269.19     17.63      0.00
   49  6682  35286.83     17.64      0.00
   49  6683  35304.48     17.65      0.00
   49  6684  35322.14     17.66      0.00
   49  6685  35339.80     17.67      0.00
   49  6686  35357.47     17.68      0.00
   49  6687  35375.16     17.69      0.00
   49  6688  35392.85     17.70      0.00
   49  6689  35410.55     17.70      0.00
   49  6690  35428.26     17.71      0.00
   49  6691  35445.98     17.72      0.00
   49  6692  35463.70     17.73      0.00
   49  6693  35481.44     17.74      0.00
   49  6694  35499.18     17.75      0.00
   49  6695  35516.94     17.76      0.00
   49  6696  35534.70     17.77      0.00
   49  6697  35552.47     17.78      0.00
   49  6698  35570.25     17.78      0.00
   49  6699  35588.04     17.79      0.00
   49  6700  35605.84     17.80      0.00
   49  6701  35623.65     17.81      0.00
   49  6702  35641.46     17.82      0.00
   49  6703  35659.29     17.83      0.00
   49  6704  35677.12     17.84      0.00
   49  6705  35694.96     17.85      0.00
   49  6706  35712.81     17.86      0.00
   49  6707  35730.67     17.86      0.00
   49  6708  35748.54     17.87      0.00
   49  6709  35766.42     17.88      0.00
   49  6710  35784.31     17.89      0.00
   49  6711  35802.21     17.90      0.00
   49  6712  35820.11     17.91      0.00
   49  6713  35838.02     17.92      0.00
   49  6714  35855.95     17.93      0.00
   49  6715  35873.88     17.94      0.00
   49  6716  35891.82     17.95      0.00
   49  6717  35909.77     17.95      0.00
   49  6718  35927.73     17.96      0.00
   49  6719  35945.70     17.97      0.00
   49  6720  35963.67     17.98      0.00
   49  6721  35981.66     17.99      0.00
   49  6722  35999.66     18.00      0.00
   49  6723  36017.66     18.01      0.00
   49  6724  36035.67     18.02      0.00
   49  6725  36053.69     18.03      0.00
   49  6726  36071.72     18.04      0.00
   49  6727  36089.76     18.04      0.00
   49  6728  36107.81     18.05      0.00
   49  6729  36125.87     18.06      0.00
   49  6730  36143.94     18.07      0.00
   49  6731  36162.01     18.08      0.00
   49  6732  36180.10     18.09      0.00
   49  6733  36198.19     18.10      0.00
   49  6734  36216.30     18.11      0.00
   49  6735  36234.41     18.12      0.00
   49  6736  36252.53     18.13      0.00
   49  6737  36270.66     18.13      0.00
   49  6738  36288.80     18.14      0.00
   49  6739  36306.95     18.15      0.00
   49  6740  36325.11     18.16      0.00
   49  6741  36343.27     18.17      0.00
   49  6742  36361.45     18.18      0.00
   49  6743  36379.63     18.19      0.00
   49  6744  36397.83     18.20      0.00
   49  6745  36416.03     18.21      0.00
   49  6746  36434.24     18.22      0.00
   49  6747  36452.46     18.23      0.00
   49  6748  36470.69     18.23      0.00
   49  6749  36488.93     18.24      0.00
   49  6750  36507.18     18.25      0.00
   49  6751  36525.44     18.26      0.00
   49  6752  36543.71     18.27      0.00
   49  6753  36561.98     18.28      0.00
   49  6754  36580.27     18.29      0.00
   49  6755  36598.56     18.30      0.00
   49  6756  36616.87     18.31      0.00
   49  6757  36635.18     18.32      0.00
   49  6758  36653.50     18.33      0.00
   49  6759  36671.83     18.34      0.00
   49  6760  36690.17     18.34      0.00
   49  6761  36708.52     18.35      0.00
